anime_id,person_id,role
2748,25874,"Director, Episode Director, Storyboard"
2748,25875,Episode Director
2748,21293,Episode Director
6795,4348,Producer
6795,25883,Producer
6795,11143,Producer
6795,4610,"Director, Storyboard, Key Animation, Character Design, Background Art, Animation Director"
35982,25884,Episode Director
35982,10588,Storyboard
35982,25885,"Theme Song Performance, Inserted Song Performance"
35982,3139,Original Creator
5041,7730,Producer
5041,1105,Producer
5041,7167,Producer
5041,25897,"Director, Episode Director, Storyboard"
58600,1355,Producer
58600,1556,Producer
58600,8930,Producer
58600,1212,Producer
30205,14619,Producer
30205,14932,Producer
30205,25912,Producer
30205,8743,Producer
53262,871,Producer
53262,2449,Producer
53262,953,Producer
53262,1315,Producer
14751,3072,Producer
14751,824,Producer
14751,6650,"Director, Episode Director, Storyboard"
14751,6066,Episode Director
1983,2416,Producer
1983,28,Producer
1983,13667,Producer
1983,23928,"Director, Storyboard"
40507,1434,Producer
40507,2449,Producer
40507,14909,Producer
40507,5008,Producer
10163,159,Producer
10163,3910,"Producer, Chief Producer"
10163,509,Producer
10163,9650,Producer
2199,20365,Assistant Producer
2199,3140,Director
2199,25949,"Theme Song Lyrics, Original Creator"
2199,25950,"Theme Song Composition, Music"
19159,891,Producer
19159,2516,Producer
19159,9037,Assistant Producer
19159,3115,"Director, Sound Director, Episode Director, Storyboard"
10681,159,Producer
10681,5722,Producer
10681,3278,Producer
10681,14695,Producer
32827,3587,Producer
32827,25969,"Producer, Production Manager"
32827,17426,"Director, Episode Director, Storyboard, Chief Animation Director, Character Design, Animation Director, Original Creator, Key Animation"
32827,5438,"Director, Episode Director, Storyboard, Key Animation, Animation Director"
23237,24302,Original Creator
23237,25970,Key Animation
23237,25971,Key Animation
23237,25972,Key Animation
57499,10329,Director
57499,25973,Original Creator
57499,25974,Art Director
57499,25975,Screenplay
4690,11753,"Director, Script, Storyboard, Series Composition"
4690,7858,Episode Director
4690,25976,Episode Director
4690,25977,Script
9865,8219,Script
9865,17908,Theme Song Performance
9865,17401,Original Creator
9865,17909,Music
3745,7776,"Producer, Episode Director, Script, Storyboard, Theme Song Lyrics"
3745,5940,"Director, Script, Storyboard"
3745,7777,Episode Director
3745,1459,Setting
41468,3072,Producer
41468,1617,Producer
41468,17759,Director
41468,3097,Sound Director
893,2241,Producer
893,6065,Director
893,10888,Script
893,25998,Theme Song Lyrics
48760,1434,Producer
48760,6546,Producer
48760,7295,Producer
48760,11632,Producer
2484,9225,Producer
2484,10885,"Director, Episode Director, Storyboard"
2484,3338,Sound Director
2484,15075,"Episode Director, Storyboard"
2658,6611,Director
2658,1866,Sound Director
2658,26013,Theme Song Performance
2658,12162,Theme Song Lyrics
3335,8778,"Director, Episode Director"
3335,18549,Script
3335,3451,Storyboard
3335,25607,Storyboard
2694,86,Producer
2694,87,Producer
2694,11018,Producer
2694,671,Producer
18411,3506,Producer
18411,490,Producer
18411,13997,"Producer, Episode Director"
18411,6663,Producer
9958,653,Producer
9958,1887,Producer
9958,8648,Producer
9958,26036,"Director, Episode Director, Storyboard, Animation Director, Character Design, Chief Animation Director, Key Animation"
6064,6729,"Director, Storyboard"
6064,26037,Original Creator
6064,26038,Sound Effects
41220,7221,Producer
41220,26046,Original Creator
54103,1314,Producer
54103,8930,Producer
54103,7731,Producer
54103,9876,Producer
1886,8676,Producer
1886,8898,Producer
1886,2486,"Director, Storyboard"
1886,18942,"Director, Storyboard"
31610,10657,Producer
31610,16024,"Director, Episode Director, Storyboard"
31610,6932,Episode Director
31610,4078,Episode Director
5929,11370,"Director, Script"
5929,26070,Key Animation
5929,26071,Sound Effects
5929,26072,"Character Design, Animation Director"
604,739,Producer
604,4308,Producer
604,3444,"Director, Episode Director, Storyboard, Series Production Director"
604,4731,Sound Director
31499,11719,Director
31499,15718,Theme Song Performance
31499,26085,Theme Song Performance
31499,13315,Theme Song Composition
39972,7454,Assistant Producer
39972,14546,Director
39972,851,Sound Director
39972,26094,Storyboard
2736,18935,Producer
2736,1516,Producer
2736,4030,"Director, Script, Storyboard, Series Composition"
2736,1907,Sound Director
51458,871,Producer
51458,6942,Producer
51458,15396,Producer
51458,26106,Producer
1116,2816,Producer
1116,20365,Producer
1116,10286,Producer
1116,2486,Director
2151,10393,Director
2151,2947,Sound Director
2151,3788,Episode Director
2151,11100,Episode Director
16468,4899,Original Creator
16468,24629,Key Animation
8234,11855,Director
8234,4429,Sound Director
8234,695,"Episode Director, Storyboard"
8234,11753,Episode Director
19653,4916,Producer
19653,1316,Producer
19653,9398,Producer
19653,26144,Producer
1164,1904,Producer
1164,15041,Producer
1164,22839,Producer
1164,26152,"Director, Episode Director, Storyboard"
15583,159,Producer
15583,16453,Producer
15583,9240,Producer
15583,1697,Producer
14645,536,Producer
14645,506,Producer
14645,2088,Producer
14645,9295,Producer
57369,26165,Director
57369,2432,Sound Director
57369,23360,Theme Song Performance
57369,26166,Theme Song Lyrics
1564,11931,Producer
1564,9725,Director
1564,7299,Director
1564,17668,"Director, Episode Director, Storyboard"
41520,159,Producer
41520,1316,Producer
41520,9124,Producer
41520,26175,Producer
151,5708,Producer
151,1404,Assistant Producer
151,17891,Assistant Producer
151,1638,"Director, Episode Director, Key Animation"
6153,6065,Director
6153,11778,Original Creator
6153,26186,Music
6153,22107,Planning
866,19300,Producer
866,15041,Producer
866,4309,Producer
866,2486,"Director, Sound Director, Script"
48414,159,Producer
48414,1355,Producer
48414,436,Producer
48414,2449,Producer
16442,13465,Director
16442,9397,Music
16442,12687,Original Character Design
16442,26201,Original Creator
2108,10772,Producer
2108,7538,"Director, Storyboard"
2108,782,Sound Director
2108,6518,"Episode Director, Storyboard"
1133,2241,Producer
1133,1925,Producer
1133,671,Producer
1133,11159,Producer
2117,7517,Producer
2117,20589,Director
2117,1907,Sound Director
2117,13039,Sound Director
19117,15689,"Director, Episode Director, Storyboard, Key Animation"
19117,6147,Episode Director
19117,26224,Episode Director
19117,12092,Episode Director
4664,12453,Original Creator
55994,26236,Producer
55994,13012,Producer
55994,8654,Director
55994,782,Sound Director
31178,4940,Producer
31178,19846,Producer
31178,25323,Producer
31178,19847,Director
22689,2365,"Director, Storyboard, Key Animation"
22689,17093,Sound Director
22689,23283,"Episode Director, Storyboard, Assistant Director, Background Art"
22689,20427,Series Composition
33969,1058,Director
38891,26257,Theme Song Arrangement
38891,26258,Theme Song Lyrics
38891,2486,Theme Song Composition
38891,26259,Original Character Design
11441,2533,Producer
11441,823,Producer
11441,1106,"Director, Storyboard"
11441,3714,"Episode Director, Storyboard"
41785,25380,Original Creator
9055,5721,Producer
9055,5722,Producer
9055,3294,Producer
9055,2486,"Director, Sound Director, Episode Director, Script, Storyboard, Series Composition, Original Creator"
36186,2105,Assistant Producer
36186,5989,Storyboard
36186,26270,Key Animation
36186,26271,Sound Effects
1531,6876,Director
1531,782,Sound Director
1531,20919,"Episode Director, Storyboard"
1531,22288,"Theme Song Lyrics, Theme Song Performance"
34642,510,Producer
34642,584,Storyboard
34642,26274,"Chief Animation Director, Character Design"
34642,26275,Animation Director
35847,159,Producer
35847,1355,Producer
35847,1160,Producer
35847,1435,Producer
34152,3182,Producer
34152,17537,Producer
34152,12059,Producer
34152,5038,Producer
1731,927,Producer
1731,1614,Producer
1731,23101,Producer
1731,926,"Director, Episode Director, Storyboard, In-Between Animation, Key Animation"
529,26293,Producer
529,3406,Producer
529,18890,"Producer, Storyboard"
529,5598,Assistant Producer
2009,86,Producer
2009,88,"Producer, Planning"
2009,4556,"Director, Episode Director, Storyboard"
2009,1866,Sound Director
39518,2757,Producer
39518,26305,"Director, Script, Storyboard, Series Composition"
39518,1107,Sound Director
39518,15636,Episode Director
6951,9288,Producer
6951,7918,Producer
6951,11611,Producer
6951,26309,"Director, Episode Director, Storyboard"
41456,159,Producer
41456,1904,Producer
41456,1314,Producer
41456,3761,Producer
6581,160,Producer
6581,16388,Director
6581,1001,Music
6581,14360,Executive Producer
51464,508,Producer
51464,391,Producer
51464,5326,Producer
51464,12820,"Director, Episode Director, Storyboard"
31370,2533,Producer
31370,18104,Producer
31370,9435,Producer
31370,2609,Director
56877,10657,Producer
56877,9985,Producer
56877,2431,Director
56877,2432,Sound Director
28841,1888,Producer
28841,9611,"Director, Episode Director, Storyboard, Theme Song Lyrics, Original Creator"
28841,2190,Sound Director
28841,2493,Episode Director
750,11652,Producer
750,2533,Producer
750,260,Producer
750,259,Producer
35000,15127,Original Character Design
35000,15128,Original Creator
10719,159,Producer
10719,9240,Producer
10719,7374,Producer
10719,5742,Producer
60293,1434,Producer
60293,1265,Producer
60293,7730,Producer
60293,26365,Producer
3087,11339,Producer
3087,24458,"Director, Script, Creator, Key Animation"
3087,2921,Sound Director
3087,21127,Theme Song Performance
2561,6677,Director
2561,6065,"Episode Director, Storyboard"
2561,10287,Episode Director
2561,26375,Episode Director
6880,159,Producer
6880,1887,Producer
6880,5769,Producer
6880,10061,Producer
3594,535,Producer
3594,3960,Producer
3594,12347,Producer
3594,8713,Producer
54837,1434,Producer
54837,7456,Producer
54837,5614,Producer
54837,1983,Producer
976,17356,Producer
976,7136,"Director, Storyboard, Screenplay"
976,19771,"Theme Song Composition, Music"
976,26406,Theme Song Performance
59142,6942,Producer
59142,848,Producer
59142,1660,Producer
59142,26418,Producer
37304,12330,Sound Director
37304,13143,"Theme Song Lyrics, Theme Song Composition"
37304,13144,"Theme Song Composition, Theme Song Arrangement"
37304,17481,Series Composition
12879,4442,Director
12879,2921,Sound Director
12879,5438,"Episode Director, Storyboard"
12879,3008,Script
1086,652,Producer
1086,5519,Producer
1086,6432,Producer
1086,9339,"Director, Episode Director, Storyboard"
2899,9857,Assistant Producer
2899,6729,Director
2899,26436,Theme Song Performance
2899,26437,Theme Song Performance
3247,24131,Original Creator
1145,1039,Producer
1145,671,Producer
1145,1041,"Director, Episode Director, Storyboard"
1145,19603,"Director, Storyboard"
15225,7238,Producer
15225,22084,Producer
15225,26456,Producer
15225,2449,Assistant Producer
1196,4653,Producer
1196,2609,Director
1196,5835,Sound Director
1196,2676,Episode Director
53477,3195,Original Creator
8917,8743,Producer
8917,16075,Director
8917,782,Sound Director
8917,18696,"Episode Director, Storyboard, Key Animation"
46420,10478,Producer
46420,3572,"Director, Episode Director, Storyboard"
46420,4731,Sound Director
46420,26475,Episode Director
21105,2628,Producer
21105,7238,Producer
21105,9266,Producer
21105,1905,Director
276,576,Producer
276,5708,Producer
276,12221,Producer
276,1614,Assistant Producer
18393,366,Producer
18393,7730,Producer
18393,8103,Director
18393,1107,Sound Director
23227,1983,Producer
23227,26492,Sound Director
23227,15498,Storyboard
23227,26493,Original Creator
40206,1246,Producer
40206,3817,Producer
40206,7793,"Episode Director, Storyboard"
40206,22522,Episode Director
3485,308,Producer
3485,12005,Music
3485,11130,Original Creator
3485,26498,ADR Director
57093,6897,Director
57093,2921,Sound Director
57093,11469,Theme Song Performance
57093,26500,Theme Song Performance
20939,6663,Producer
20939,2364,Producer
20939,14735,"Director, Episode Director, Storyboard, Key Animation"
20939,17093,Sound Director
37578,1355,Producer
37578,536,Producer
37578,1904,Producer
37578,7517,Producer
8171,4899,Original Creator
48641,159,Producer
48641,26532,"Director, Episode Director, Storyboard"
48641,26533,"Script, Series Composition"
48641,26534,"Digital Paint, In-Between Animation, 2nd Key Animation, Key Animation"
59489,21798,Director
59489,26536,Director
59489,3208,Sound Director
59489,26537,"Series Composition, Screenplay"
16668,161,Producer
16668,207,Producer
16668,10816,Producer
16668,5643,Producer
442,3072,"Producer, Casting Director"
442,7198,"Director, Storyboard"
442,5498,Sound Director
442,26541,Script
34304,15881,Producer
34304,14188,"Director, Episode Director, Storyboard"
34304,1412,Sound Director
34304,3974,Script
48775,11991,Director
48775,18524,Sound Director
48775,16169,"Script, Series Composition"
48775,19435,"Script, Theme Song Lyrics"
1215,5642,Producer
1215,5643,Producer
1215,6122,Director
1215,3338,Sound Director
55887,25627,Producer
55887,26558,Producer
55887,7350,Producer
55887,7008,Director
4134,13995,Storyboard
4134,13703,Original Creator
4134,26560,"Animation Director, Key Animation"
14765,5561,Producer
14765,2744,Producer
14765,6012,Producer
14765,30,Director
6707,159,Producer
6707,1245,Producer
6707,207,Producer
6707,5547,Producer
727,2486,"Director, Episode Director, Storyboard"
727,4310,"Episode Director, Storyboard"
727,6632,Episode Director
727,1699,"Episode Director, Storyboard, Production Manager"
690,7730,Producer
690,7840,"Director, Script, Storyboard, Original Character Design"
690,7468,Episode Director
690,18588,"Episode Director, Animation Director"
32245,2691,Producer
32245,3960,Producer
32245,2002,Producer
32245,2744,Producer
37178,1038,Producer
37178,17537,Producer
37178,14040,Producer
37178,7008,"Director, Episode Director, Storyboard"
39574,11239,Director
39574,26615,Director
39574,2921,Sound Director
39574,26616,"Episode Director, Storyboard"
1397,9458,"Director, Script, Storyboard"
1397,7538,Episode Director
1397,10576,"Episode Director, Storyboard, Assistant Director"
1397,9833,"Episode Director, Storyboard"
32376,1730,"Episode Director, Storyboard"
32376,26632,Original Character Design
32376,26633,Original Creator
32376,26634,"Key Animation, Animation Director"
19221,6663,Producer
19221,2364,Producer
19221,14735,"Director, Episode Director, Storyboard, Key Animation"
19221,17093,Sound Director
277,576,Producer
277,12221,Producer
277,4958,Assistant Producer
277,1614,Assistant Producer
15649,25179,Director
15649,25180,Sound Director
15649,17008,Theme Song Performance
15649,17009,Theme Song Performance
49572,20853,Director
49572,19358,Original Creator
54864,26650,Art Director
54864,26651,Color Design
54864,26652,Art Director
54864,26653,Art Director
15359,11703,"Director, Episode Director, Storyboard"
15359,8415,"Episode Director, Storyboard"
15359,4733,Episode Director
15359,26655,Episode Director
5079,23647,Producer
5079,310,Producer
5079,25033,Producer
5079,6728,"Director, Episode Director, Storyboard"
2385,7035,Director
2385,25655,Theme Song Performance
2385,4899,Original Creator
2385,8028,Music
613,7697,Producer
613,7918,Producer
613,13742,"Director, Episode Director, Script, Storyboard"
613,3338,Sound Director
3088,160,Producer
3088,162,Producer
3088,12293,"Director, Layout"
3088,5498,Sound Director
37396,24123,Producer
37396,26681,"Producer, Script"
37396,26682,"Producer, Script"
37396,910,"Director, Script, Storyboard, Original Creator, Planning"
61146,26686,Original Creator
58066,9444,Producer
58066,7350,Producer
58066,26698,"Director, Character Design"
58066,26699,"Sound Director, Music"
56731,3484,Director
56731,10303,"Episode Director, Storyboard"
56731,24602,Episode Director
56731,26705,Script
41842,4837,Director
41842,14584,Sound Director
41842,13877,"Script, Series Composition"
41842,26709,Theme Song Performance
7745,653,Producer
7745,2592,Producer
7745,4599,Producer
7745,3022,Producer
2427,22301,"Director, Theme Song Lyrics, Original Creator"
2427,19326,Episode Director
2427,25977,Script
2427,26717,Theme Song Composition
34915,1127,Producer
34915,1246,Producer
34915,2466,Producer
34915,367,Producer
48735,26733,Original Creator
39078,126,Producer
39078,12693,Producer
39078,14734,Producer
39078,8375,Assistant Producer
38895,26738,Music
38895,26739,Key Animation
30711,3293,Producer
30711,159,Producer
30711,6993,Episode Director
30711,7871,"Episode Director, Storyboard"
8894,8490,Assistant Producer
8894,26740,Original Creator
8894,2380,Planning
8894,26741,Music
902,159,Producer
902,6065,Producer
902,2241,Producer
902,23444,Director
3230,159,Producer
3230,5550,Producer
3230,13854,Producer
3230,5596,Producer
35834,5070,Producer
35834,26753,Director
35834,8602,Sound Director
35834,12092,Episode Director
48997,17147,Producer
48997,26764,Producer
48997,26765,Producer
48997,9876,Producer
380,308,Producer
380,6531,Director
380,7956,Sound Director
380,15315,Theme Song Arrangement
376,87,Producer
376,5561,Producer
376,16698,Producer
376,5958,Assistant Producer
56348,1160,Producer
56348,26778,Director
56348,12837,Sound Director
56348,26779,"Episode Director, Storyboard"
48573,19846,Producer
48573,8072,"Director, Episode Director, Storyboard"
48573,4785,Storyboard
48573,7410,Storyboard
5458,21410,Script
5458,26782,Original Creator
33025,9753,Producer
33025,10987,"Director, Storyboard"
33025,10552,Storyboard
33025,26784,Theme Song Performance
1845,22107,Producer
1845,10607,Producer
1845,10588,"Episode Director, Storyboard, Animation Check, Key Animation, Animation Director"
1845,4894,"Episode Director, Storyboard"
603,8676,Producer
603,8389,Producer
603,3406,Producer
603,7035,"Director, Episode Director, Storyboard"
36144,159,Producer
36144,510,Producer
36144,2415,Producer
36144,8242,Producer
52993,7670,Director
52993,7671,Theme Song Performance
52993,7672,Theme Song Performance
52993,26808,"Theme Song Arrangement, Theme Song Composition"
5670,3761,Producer
5670,762,Producer
5670,9240,Producer
5670,28,Producer
58476,7221,Planning
58476,26821,ADR Director
58476,8698,Executive Producer
58476,7222,Chief Producer
56425,26822,Producer
56425,15876,"Director, Episode Director, Storyboard"
56425,2432,Sound Director
56425,26823,"Script, Series Composition"
2333,9725,"Director, Episode Director"
2333,9458,"Episode Director, Storyboard"
2333,10194,"Episode Director, Storyboard"
2333,26835,Script
59977,7221,Planning
59977,8698,Executive Producer
59977,7222,Chief Producer
21437,3095,Producer
21437,8045,Producer
21437,21542,Director
21437,851,Sound Director
24973,26837,Original Creator
24973,8708,Character Design
61269,26848,Producer
61269,26849,Producer
61269,5726,Producer
61269,22107,Producer
332,5533,Producer
332,120,Producer
332,8149,"Director, Episode Director, Storyboard"
332,3097,Sound Director
1299,21278,Producer
1299,11753,"Director, Script, Original Creator"
1299,24820,"Director, Episode Director, Script, Storyboard"
1299,4701,Sound Director
9379,576,Producer
9379,536,Producer
9379,5173,Producer
9379,3037,Producer
9332,159,Producer
9332,12571,Producer
9332,1944,Producer
9332,6546,Producer
53438,1355,Producer
53438,2258,Producer
53438,871,Producer
53438,26879,Producer
394,20150,Director
394,3574,Episode Director
394,6932,Episode Director
394,26889,Episode Director
59055,1478,Producer
59055,2787,Producer
59055,2560,Producer
59055,21024,Producer
1906,6398,Producer
1906,7625,"Director, Storyboard"
1906,19245,"Episode Director, Storyboard"
1906,26909,Music
9723,20713,Music
9723,18644,Original Character Design
9723,25409,Original Creator
3508,9036,Producer
3508,25883,Producer
3508,1459,"Director, Storyboard, Screenplay, Animation Director, Character Design"
3508,1890,"Director, Storyboard, Screenplay"
958,2499,Producer
958,26932,Producer
958,5533,Producer
958,11340,"Director, Series Composition, Original Creator"
53889,1160,Producer
53889,3604,Producer
53889,6006,Producer
53889,6953,Producer
56842,12463,"Director, Episode Director, Script"
56842,782,Sound Director
56842,26937,Storyboard
56842,19416,Music
12419,6995,Director
12419,13744,Theme Song Performance
12419,21127,Theme Song Performance
12419,8947,"Theme Song Composition, Theme Song Lyrics, Theme Song Arrangement"
2335,234,Producer
2335,1516,Producer
2335,18935,Producer
2335,9725,"Director, Storyboard"
23279,159,Producer
23279,3910,Producer
23279,1748,Producer
23279,4102,Producer
1335,308,Producer
1335,12005,Music
1335,11130,Original Creator
1335,26498,ADR Director
57102,26822,Producer
57102,15876,Director
57102,2432,Sound Director
57102,26952,Theme Song Performance
206,739,Producer
206,5520,Producer
206,9165,"Director, Episode Director, Storyboard"
206,17426,"Episode Director, Storyboard, Animation Director"
3231,159,Producer
3231,3761,Producer
3231,822,Producer
3231,8650,Director
11077,851,Sound Director
11077,26962,"Storyboard, Animation Director, Key Animation"
11077,12666,Original Creator
11077,26963,Music
4246,652,Producer
4246,207,Producer
4246,2071,Producer
4246,161,Assistant Producer
41103,1245,Producer
41103,16800,Director
41103,8602,Sound Director
41103,21107,"Episode Director, Assistant Director, Animation Director"
4062,20240,Director
4062,26986,"Episode Director, Animation Director"
4062,3181,Episode Director
4062,11603,"Episode Director, Storyboard"
38936,3817,Producer
38936,5276,Director
38936,782,Sound Director
38936,13273,Episode Director
6299,2921,Sound Director
6299,21821,Original Creator
6299,21822,Original Character Design
6512,258,Producer
6512,3037,Producer
6512,9240,Producer
6512,4837,Director
53432,27002,Director
53432,14433,Script
55194,281,Producer
55194,27012,Producer
55194,27013,Producer
55194,1566,Producer
785,6289,Director
785,6290,Sound Director
785,27022,"Episode Director, Key Animation"
785,27023,"Script, Screenplay"
57034,12463,"Director, Episode Director, Script"
57034,782,Sound Director
57034,27024,Storyboard
57034,27025,Theme Song Composition
3462,18156,Producer
3462,27030,"Producer, Animation Director, Character Design"
3462,9725,Director
3462,10576,Episode Director
2460,17356,Producer
2460,7136,"Director, Screenplay"
2460,8150,Script
2460,16743,Theme Song Arrangement
50544,13869,Original Creator
4879,87,Producer
4879,3894,Producer
4879,3927,"Director, Episode Director, Storyboard"
4879,21975,Episode Director
2543,24809,Producer
2543,27058,Producer
2543,7393,"Director, Episode Director"
2543,9289,Sound Director
21561,2581,Producer
21561,1851,Producer
21561,7969,Producer
21561,715,Assistant Producer
53263,1355,Producer
53263,1436,Producer
53263,1265,Producer
53263,11632,Producer
32829,4205,Producer
32829,4166,Producer
32829,25679,Producer
32829,2609,Director
1381,2499,Producer
1381,10246,Producer
1381,3749,Producer
1381,1945,Assistant Producer
49160,953,Producer
49160,8930,Producer
49160,2922,Producer
49160,7200,Producer
34325,27091,Theme Song Performance
34325,27092,Theme Song Performance
34325,27093,Theme Song Performance
34325,27094,"Theme Song Lyrics, Theme Song Composition"
33491,27095,"Character Design, Chief Animation Director"
33491,27096,Original Creator
33491,27097,Animation Director
33491,27098,Animation Director
2583,7859,Producer
2583,11753,"Director, Theme Song Lyrics, Original Creator"
2583,1866,Sound Director
2583,5942,"Episode Director, Storyboard"
33033,21878,Producer
33033,8057,Producer
33033,3456,Director
33033,27100,"Episode Director, Storyboard"
17699,15509,Assistant Producer
17699,18598,Director
17699,27102,Episode Director
17699,23853,Episode Director
687,1981,Producer
687,8713,Producer
687,23698,Producer
687,17335,Producer
50932,2922,Producer
50932,11327,Producer
50932,18206,Producer
50932,9350,Producer
3437,7859,Producer
3437,12348,"Director, Storyboard"
3437,4838,Episode Director
3437,24113,"Episode Director, Storyboard"
50105,910,"Director, Script"
50105,23606,Theme Song Performance
50105,913,Music
50105,27131,Music
59012,27138,Theme Song Performance
59012,27139,Theme Song Performance
59012,15905,ADR Director
59012,7221,Planning
2486,234,Producer
2486,6303,Producer
2486,25392,"Director, Episode Director, Storyboard"
2486,20260,"Episode Director, Storyboard"
32951,159,Producer
32951,1888,Producer
32951,27157,Producer
32951,1315,Producer
22865,4267,Producer
22865,27168,Producer
22865,27169,Producer
22865,7029,Director
1548,1729,Director
1548,10492,Episode Director
1548,18157,Episode Director
1548,27177,Script
2331,3004,"Director, Chief Animation Director"
2331,10394,Director
2331,21228,Episode Director
2331,24820,Episode Director
311,695,"Director, Episode Director, Storyboard, Key Animation"
311,697,"Episode Director, Script"
311,86,Script
311,3140,Storyboard
39250,25179,Director
39250,27194,Original Creator
39250,27195,Art Director
39250,27196,Screenplay
938,3786,Producer
938,18772,Director
938,2921,Sound Director
938,8536,Episode Director
5504,12058,Producer
5504,1888,Producer
5504,7762,Producer
5504,27210,Producer
3221,25188,Original Character Design
3221,20713,Music
3221,24603,Original Creator
3221,25189,Character Design
1736,20752,Producer
1736,3456,Episode Director
1736,24530,"Episode Director, Storyboard"
1736,27222,"Episode Director, Storyboard"
2810,10129,Director
2810,25505,"Episode Director, Storyboard"
2810,8403,Theme Song Performance
2810,27232,Theme Song Composition
36800,716,Producer
36800,2743,Producer
36800,5721,Producer
36800,1315,Producer
34350,159,Producer
34350,1904,Producer
34350,2743,Producer
34350,8045,Producer
32924,1904,Producer
32924,3037,Producer
32924,762,Producer
32924,7238,Producer
2803,11754,Director
2803,10885,"Episode Director, Storyboard"
2803,14420,"Episode Director, Storyboard"
2803,17775,"Episode Director, Storyboard, Key Animation"
18441,14932,Producer
18441,10061,Producer
18441,8542,"Episode Director, Assistant Director"
18441,10941,"Script, Series Composition"
10444,1730,"Episode Director, Storyboard"
10444,12274,Episode Director
10444,14121,Episode Director
10444,13933,Episode Director
2962,4753,Producer
2962,6065,"Director, Storyboard"
2962,8717,Script
2962,10888,Script
54294,1106,"Director, Series Composition"
54294,14769,Sound Director
54294,8375,Episode Director
54294,561,"Episode Director, Storyboard"
8360,7776,"Director, Script, Storyboard"
8360,3115,Episode Director
8360,7777,Episode Director
8360,27291,Theme Song Performance
1312,10772,Producer
1312,5533,Producer
1312,5644,"Director, Episode Director, Storyboard"
1312,3074,Sound Director
5216,506,Producer
5216,23160,Producer
5216,3646,Producer
5216,4309,Producer
654,3715,Episode Director
654,27311,Storyboard
654,27312,Animation Director
654,27313,Animation Director
47409,1945,Producer
47409,9433,Producer
47409,7532,Producer
47409,7658,"Director, Storyboard, Screenplay, Original Creator"
50414,27319,Producer
50414,13742,Director
50414,13190,"Director, Storyboard"
50414,1889,Sound Director
40530,159,Producer
40530,1355,Producer
40530,953,Producer
40530,8930,Producer
54869,16453,Producer
54869,4507,Producer
54869,14213,Producer
54869,27333,Producer
1931,8389,"Producer, Planning"
1931,1732,"Director, Storyboard"
1931,27336,Theme Song Performance
1931,27337,Theme Song Lyrics
1826,5940,Director
1826,5025,Sound Director
1826,2494,Episode Director
1826,10906,Episode Director
4200,11754,Director
4200,1890,Episode Director
4200,27356,Script
4200,27357,Script
53,1904,Producer
53,12221,Producer
53,7165,Producer
53,4958,Assistant Producer
41053,510,Producer
41053,58,"Producer, Layout"
41053,2415,Producer
41053,584,Director
2602,1614,Producer
2602,822,Producer
2602,2677,"Director, Episode Director, Storyboard, Key Animation"
2602,5835,Sound Director
5717,8133,Director
5717,2190,Sound Director
5717,27376,"Episode Director, Storyboard"
5717,27377,Storyboard
911,4753,Producer
911,22645,Producer
911,2717,Producer
911,1699,Director
26441,159,Producer
26441,7613,Producer
26441,27386,Producer
26441,3114,Producer
2745,22107,Assistant Producer
2745,12274,"Director, Episode Director"
2745,15759,Director
2745,6998,Script
1416,27394,"Co-Director, Storyboard"
1416,20752,Producer
1416,5407,Director
1416,7625,"Episode Director, Storyboard"
1138,2691,"Producer, Production Manager"
1138,7198,"Director, Episode Director, Storyboard"
1138,1497,"Episode Director, Storyboard, Key Animation, Animation Director"
1138,1946,"Episode Director, Storyboard"
3421,7517,Producer
3421,4309,Producer
3421,8966,Director
3421,6290,Sound Director
35566,2913,"Director, Storyboard"
35566,12412,Theme Song Performance
35566,27418,Original Creator
35566,27419,Animation Check
1422,159,Producer
1422,2241,Producer
1422,671,Producer
1422,14932,Assistant Producer
469,1904,Producer
469,1771,Producer
469,9857,Producer
469,3508,Producer
1199,17357,Producer
1199,17356,Producer
1199,6611,"Director, Storyboard"
1199,15190,Sound Director
37126,2609,Director
37126,5835,Sound Director
37126,27447,Theme Song Lyrics
37126,19286,"Theme Song Arrangement, Theme Song Composition"
52045,26532,"Director, Episode Director, Storyboard"
52045,26533,"Script, Series Composition"
52045,27448,"Theme Song Lyrics, Theme Song Composition"
52045,27449,"Chief Animation Director, Animation Director"
2077,3595,Producer
2077,7035,Director
2077,27459,"Theme Song Arrangement, Theme Song Composition"
2077,27460,Theme Song Performance
32698,7827,Producer
32698,4803,Producer
32698,5184,Director
32698,19351,Episode Director
5395,24113,"Director, Script, Storyboard, Series Composition"
5395,1193,"Episode Director, Storyboard"
5395,14894,"Episode Director, Storyboard"
5395,19351,"Episode Director, Storyboard"
50338,1355,Producer
50338,1333,Producer
50338,7518,Producer
50338,27490,Producer
1516,5043,Producer
1516,27506,Producer
1516,3024,Producer
1516,17519,"Director, Storyboard"
2926,1983,Producer
2926,6314,Producer
2926,27518,Producer
2926,27519,Producer
24455,159,Producer
24455,15621,Producer
24455,7452,Producer
24455,27529,Producer
3229,3807,Producer
3229,8772,"Director, Episode Director, Storyboard"
3229,1907,Sound Director
3229,4838,"Episode Director, Storyboard"
61566,3291,Original Creator
50433,19558,Original Creator
606,308,Producer
606,672,Producer
606,2609,"Director, Script, Storyboard, Original Creator"
606,5835,Sound Director
1941,8966,Director
1941,6026,"Episode Director, Storyboard"
1941,10906,Episode Director
1941,22278,Episode Director
52092,3761,Producer
52092,1436,Producer
