anime_id,person_id,role
31483,10305,Producer
43691,11124,Producer
43691,1163,Producer
43691,11125,Producer
43691,1258,Assistant Producer
10090,975,Producer
10090,1946,Storyboard
10090,11130,Original Creator
10090,11131,Character Design
31637,4045,Producer
31637,11142,Producer
31637,9009,Producer
31637,11143,Assistant Producer
18153,258,Producer
18153,506,Producer
18153,2226,Producer
18153,5742,Producer
5781,159,Producer
5781,11158,Producer
5781,11159,Producer
5781,11160,Director
37501,11163,"Director, Storyboard"
37501,11164,Script
37501,11165,Theme Song Performance
37501,11166,Theme Song Lyrics
59369,8654,"Director, Storyboard"
59369,11168,"Director, Storyboard"
59369,11169,"Director, Storyboard"
59369,11170,"Director, Storyboard"
9074,576,Producer
9074,3646,Producer
9074,482,Assistant Producer
9074,578,Director
597,974,Producer
597,6850,Producer
597,975,Assistant Producer
597,11195,"Director, Storyboard"
1719,258,Producer
1719,536,Producer
1719,260,Producer
1719,3037,Assistant Producer
6024,3536,Director
6024,6290,Sound Director
6024,2863,"Episode Director, Storyboard, Assistant Director"
6024,11219,"Episode Director, Script"
885,974,Producer
885,11221,Producer
885,3728,Producer
885,11222,Producer
7724,159,Producer
7724,1748,Producer
7724,823,Producer
7724,5985,Producer
24893,4091,Producer
24893,1162,Producer
24893,11239,Director
24893,2921,Sound Director
10218,1403,Producer
10218,510,"Producer, Production Coordination"
10218,2415,Producer
10218,11018,Producer
43523,4507,Producer
43523,2258,Producer
43523,2743,Producer
43523,3761,Producer
8311,11256,Producer
8311,2664,"Director, Episode Director"
8311,7956,Sound Director
8311,11257,"Episode Director, Storyboard, Key Animation, Animation Director"
517,159,Producer
517,6663,Producer
517,30,Director
517,5835,Sound Director
50667,2731,Original Creator
479,11267,Producer
479,1161,Producer
479,8071,"Director, Episode Director, Storyboard"
479,11268,Sound Director
50273,1436,Producer
50273,11280,Producer
50273,11281,Producer
50273,11282,Producer
37442,889,Producer
37442,2581,Producer
37442,11289,Producer
37442,4747,Producer
60572,11301,Director
60572,11302,Theme Song Performance
60572,11303,Original Creator
1562,6876,Producer
1562,5376,Producer
1562,6876,Producer
1562,5043,Producer
53580,1265,Producer
53580,11315,Producer
53580,8536,"Director, Episode Director"
53580,782,Sound Director
40620,159,Producer
40620,11327,Producer
40620,11328,Producer
40620,1258,Assistant Producer
5074,10959,Producer
5074,4115,Producer
5074,11339,Producer
5074,11340,Director
53526,3846,Producer
53526,11343,Producer
53526,11344,"Director, Storyboard"
53526,11345,Sound Director
41780,2207,Producer
41780,4289,Producer
41780,6921,Producer
41780,6163,"Director, Screenplay"
1375,8778,"Director, Episode Director, Storyboard"
1375,3338,Sound Director
1375,9106,"Episode Director, Storyboard, Assistant Director"
1375,10154,"Episode Director, Storyboard"
51818,1160,Producer
51818,11358,Producer
51818,11359,Director
51818,782,Sound Director
2753,11370,"Director, Script, Planning"
2753,11371,Episode Director
2753,11372,Theme Song Performance
2753,3074,Sound Manager
36094,3603,Producer
36094,11382,"Director, Episode Director, Storyboard"
36094,2432,Sound Director
36094,6993,Episode Director
50537,7220,Director
50537,910,Chief Producer
50537,7221,Planning
50537,7222,Chief Producer
38619,2069,Producer
38619,1434,Producer
38619,1314,Producer
38619,5494,Producer
15809,159,Producer
15809,535,Producer
15809,506,Producer
15809,3960,Producer
25303,889,Producer
25303,891,Producer
25303,3878,Director
25303,6511,Episode Director
56243,11410,Theme Song Performance
56243,11411,Theme Song Performance
516,159,Producer
516,2486,"Producer, Director, Storyboard, Theme Song Lyrics"
516,2484,Producer
516,7697,Producer
35363,3007,Storyboard
35363,11421,Original Creator
35363,11422,ADR Director
35363,11423,Editing
2724,2968,"Director, Episode Director"
2724,11425,Theme Song Performance
2724,1638,"Key Animation, Animation Director"
2724,11426,Key Animation
14741,258,Producer
14741,506,Producer
14741,850,"Director, Storyboard"
14741,851,Sound Director
22673,5837,Original Creator
20767,2380,Producer
20767,5141,Producer
20767,390,Producer
20767,5142,Producer
1211,2816,Producer
1211,1890,"Director, Storyboard"
1211,7658,"Director, Storyboard, Creator, Mechanical Design"
1211,3074,Sound Director
10357,536,Producer
10357,3761,Producer
10357,3506,Producer
10357,11448,"Producer, Editing"
33899,3256,Director
33899,1889,Sound Director
33899,5276,"Episode Director, Storyboard"
33899,11449,Episode Director
48804,159,Producer
48804,1434,Producer
48804,1436,Producer
48804,5721,Producer
41140,6897,Director
41140,2921,Sound Director
41140,11468,Episode Director
41140,11469,Theme Song Performance
474,2816,Producer
474,1890,"Director, Storyboard"
474,7658,"Director, Storyboard, Mechanical Design, Creator"
474,3074,Sound Director
54714,4803,Producer
54714,11473,Producer
54714,11474,Producer
54714,11475,Assistant Producer
48791,2894,"Director, Script"
12117,3595,"Producer, Planning"
12117,4599,Producer
12117,4166,Producer
12117,4574,Assistant Producer
87,5642,Producer
87,6984,Producer
87,3139,"Director, Script, Storyboard, Original Creator"
87,11481,Theme Song Performance
31704,113,Producer
31704,2088,Producer
31704,2090,Producer
31704,11487,Producer
31289,159,Producer
31289,1258,Assistant Producer
31289,11490,"Director, Episode Director"
31289,11491,Episode Director
56960,910,Chief Producer
56960,7221,Planning
56960,7222,Chief Producer
50586,4507,Producer
50586,6942,Producer
50586,11514,"Producer, Planning, Planning Producer"
50586,11515,Producer
31772,113,Producer
31772,11518,Director
31772,11519,"Episode Director, 2nd Key Animation"
31772,11520,"Episode Director, Storyboard, Character Design, Key Animation"
324,6569,Producer
324,4571,"Director, Episode Director, Script, Storyboard"
324,30,"Episode Director, Storyboard"
324,3426,Episode Director
34428,3208,Sound Director
34428,11525,"Script, Series Composition"
34428,7217,Storyboard
34428,4311,Storyboard
56055,11532,"Director, Episode Director, Storyboard, Key Animation, Series Composition, Animation Director"
56055,3375,Sound Director
56055,10097,Script
56055,4899,Original Creator
21339,159,Producer
21339,889,Producer
21339,3587,Producer
21339,2581,Producer
34914,159,Producer
34914,536,Producer
34914,2069,Producer
34914,1983,Producer
50275,7373,Producer
50275,7374,Producer
50275,115,Assistant Producer
50275,10260,Assistant Producer
58744,10779,Original Creator
59385,9366,ADR Director
59385,7221,Planning
59385,9367,Original Creator
59385,8698,Executive Producer
2313,87,Producer
2313,3141,"Director, Storyboard, Key Animation"
2313,11558,Script
2313,11372,"Theme Song Performance, Inserted Song Performance"
51536,10953,"Producer, Executive Producer"
51536,3849,Producer
51536,11574,Producer
51536,11575,Producer
28069,1245,Producer
28069,1246,Producer
28069,366,Producer
28069,231,Assistant Producer
997,308,Producer
997,3072,Producer
997,10782,"Sound Director, Episode Director, Storyboard"
997,11578,Theme Song Performance
54444,3291,Original Creator
52196,1434,Producer
52196,10559,Producer
52196,10560,Producer
52196,10061,Producer
27633,11581,Director
27633,11582,Script
27633,11583,Script
27633,11584,"Original Creator, Original Character Design"
51552,11594,Producer
51552,4729,Producer
51552,1316,Producer
51552,11595,Producer
852,1732,Director
852,2716,"Director, Episode Director"
852,11603,Episode Director
852,11604,Episode Director
13667,3832,Producer
13667,1041,"Director, Storyboard"
13667,5498,Sound Director
13667,11606,Episode Director
39959,10035,"Director, Script"
39959,11098,Original Creator
120,159,"Producer, ADR Director, Recording Engineer"
120,234,Producer
120,2241,Producer
120,11611,Producer
36214,5267,Producer
36214,7350,Producer
36214,11616,Producer
36214,11031,Producer
477,11617,Producer
477,2485,Producer
477,5044,Producer
477,11618,Assistant Producer
51995,850,"Director, Storyboard"
51995,851,Sound Director
51995,11630,Theme Song Performance
51995,4075,Screenplay
37773,7350,Producer
37773,3114,Producer
37773,11632,Producer
37773,11633,Director
44586,9307,Sound Director
44586,11635,"Episode Director, Storyboard, Screenplay"
44586,11636,"Theme Song Performance, Theme Song Lyrics, Theme Song Composition"
44586,11637,Theme Song Arrangement
8426,1245,Producer
8426,509,Producer
8426,1038,Producer
8426,9240,Producer
8514,9457,Producer
8514,11652,Producer
8514,9458,Director
8514,9459,"Director, Storyboard"
34544,608,Producer
34544,2104,Producer
34544,6073,Producer
34544,6995,"Director, Episode Director, Script, Storyboard"
54633,11675,Director
54633,11676,Script
54633,11677,Theme Song Performance
54633,11678,ADR Director
28907,801,Producer
28907,4045,Producer
28907,11142,Producer
28907,9009,Producer
32370,3817,Producer
32370,3873,Producer
32370,11487,Producer
32370,11682,Producer
5835,6729,"Director, Storyboard"
5835,6531,Director
5835,2549,Sound Director
5835,11693,"Episode Director, Storyboard"
34430,654,Producer
34430,4166,Producer
34430,4204,Producer
34430,6969,"Director, Episode Director, Storyboard, Key Animation"
19703,11703,"Director, Episode Director, Script, Storyboard, Series Composition"
19703,6066,"Episode Director, Key Animation"
19703,1730,"Episode Director, Storyboard"
19703,4733,Episode Director
40111,2040,Director
40111,7488,Music
59662,11719,"Director, Series Composition, Original Character Design"
59662,11720,Theme Song Performance
59662,11721,Music
59662,11722,Original Character Design
49627,1001,Music
49627,11725,Original Creator
49627,11726,2nd Key Animation
49627,11727,Music
12017,3072,Producer
12017,5770,Director
12017,11729,Theme Song Performance
12017,11730,Theme Song Performance
15959,11735,"Theme Song Performance, Theme Song Lyrics, Theme Song Composition, Theme Song Arrangement"
15959,8028,Music
15959,11736,Music
15959,11737,Original Creator
36653,7563,"Producer, Episode Director, Storyboard, Series Composition"
36653,258,Producer
36653,508,Producer
36653,848,Assistant Producer
2582,7859,Producer
2582,11753,"Director, Episode Director, Script, Storyboard, Theme Song Lyrics, Original Creator"
2582,11754,Episode Director
2582,5942,"Episode Director, Storyboard"
20517,1962,Producer
20517,5438,"Director, Episode Director, Storyboard, Key Animation"
20517,11758,"Episode Director, Storyboard"
20517,11759,Episode Director
33502,5775,Producer
33502,11774,"Director, Episode Director, Storyboard, Key Animation"
33502,4786,Sound Director
33502,11775,"Episode Director, Storyboard"
6154,6065,Director
6154,11777,Theme Song Performance
6154,11778,Original Creator
6154,11779,ADR Director
60326,11795,Producer
60326,4803,Producer
60326,11796,Producer
60326,11797,Producer
42266,1712,Original Creator
61159,1556,Producer
61159,11810,Producer
61159,11811,Producer
61159,11812,Producer
42847,159,Producer
42847,368,Producer
42847,5437,Producer
42847,1258,Assistant Producer
2547,11838,Director
2547,11839,Episode Director
2547,11840,Script
2547,11841,"Script, Assistant Production Coordinat"
39619,11842,Director
39619,11843,"Theme Song Performance, Inserted Song Performance"
39619,10780,Inserted Song Performance
39619,11844,Inserted Song Performance
56948,871,Producer
56948,872,Producer
56948,873,Producer
56948,874,Producer
1000,11855,"Director, Episode Director"
1000,11856,Episode Director
1000,11857,Episode Director
1000,11858,"Script, ADR Director"
441,1904,Producer
441,8433,Producer
441,4310,"Director, Storyboard, Theme Song Lyrics, Creator, ADR Director"
441,1783,Sound Director
4811,536,Producer
4811,11869,Producer
4811,3731,"Director, Episode Director, Script, Storyboard, Series Composition"
4811,782,Sound Director
34284,161,Producer
34284,4116,Producer
34284,11870,Producer
34284,720,Producer
51218,11871,Director
51218,2432,Sound Director
51218,11872,Script
51218,11873,Character Design
450,2815,"Producer, Planning"
450,3749,Producer
450,28,Assistant Producer
450,7625,"Director, Storyboard, Series Production Director"
4814,6708,Producer
4814,1161,Producer
4814,2451,Producer
4814,6398,Producer
20847,631,Producer
20847,366,Producer
20847,9036,Producer
20847,9291,"Director, Series Composition"
3841,89,Producer
3841,3023,Producer
3841,11891,Producer
3841,11892,Producer
13767,6729,Director
13767,9022,"Script, Original Creator"
13767,11894,Theme Song Performance
13767,11895,Music
57663,11904,Producer
13119,4958,Producer
13119,5722,Producer
13119,4677,Producer
13119,2002,Producer
50203,7999,Producer
50203,4232,Director
50203,1412,Sound Director
50203,11913,"Episode Director, Storyboard"
41141,6897,Director
41141,2921,Sound Director
41141,11468,Episode Director
41141,11469,Theme Song Performance
3931,4982,Director
3931,9698,Original Creator
3931,11918,Animation Check
3931,11919,Inserted Song Performance
31227,2172,Producer
31227,11925,"Director, Episode Director"
31227,1730,"Episode Director, Storyboard"
31227,8542,Episode Director
21659,11927,Assistant Producer
21659,3297,Assistant Producer
21659,1497,"Director, 2nd Key Animation, Animation Director, Key Animation"
21659,6385,"Episode Director, Storyboard, 2nd Key Animation, Key Animation"
35860,1333,Producer
35860,11929,Producer
35860,4747,Producer
35860,8956,Producer
528,11931,Producer
528,11932,Producer
528,1516,Producer
528,11933,Producer
35240,4755,Producer
35240,11941,Producer
35240,1680,Assistant Producer
35240,6897,"Director, Episode Director, Storyboard, Key Animation, 2nd Key Animation"
30311,5837,Original Creator
48426,11952,Assistant Producer
48426,11490,Director
48426,11953,Episode Director
48426,7337,Music
2175,576,Producer
2175,4045,Producer
2175,3808,Producer
2175,11955,"Director, Episode Director, Storyboard"
55748,4373,Director
55748,1412,Sound Director
55748,5642,Original Creator
55748,11971,Original Creator
323,159,Producer
323,3406,Producer
323,11981,Producer
323,3778,Producer
40269,161,Producer
40269,4116,Producer
40269,1333,Producer
40269,3506,Producer
32491,11990,"Producer, ADR Director"
32491,1888,Producer
32491,6051,Producer
32491,11991,Director
35777,11998,Director
35777,11999,"Theme Song Arrangement, Theme Song Performance"
35777,12000,ADR Director
35777,12001,Key Animation
4454,12005,"Theme Song Arrangement, Theme Song Composition, Music"
4454,7658,"Mechanical Design, Creator"
35503,1316,Producer
35503,12009,Producer
35503,2024,Producer
35503,2025,Producer
2451,695,"Director, Storyboard"
2451,697,"Director, Episode Director"
2451,12020,Episode Director
2451,12021,Episode Director
39477,1001,Music
39477,11725,Original Creator
14735,3595,"Producer, Planning"
14735,4599,Producer
14735,4166,Producer
14735,4204,Assistant Producer
54842,1904,Producer
54842,1556,Producer
54842,872,Producer
54842,2628,Producer
8516,159,Producer
8516,4267,"Producer, Planning"
8516,12058,Producer
8516,12059,Producer
13535,159,Producer
13535,2484,Producer
13535,28,Producer
13535,122,"Director, Episode Director, Storyboard"
10092,9457,Producer
10092,9458,"Director, Episode Director, Storyboard"
10092,9459,"Director, Storyboard"
10092,851,Sound Director
15117,1887,Producer
15117,12076,Producer
15117,9879,Assistant Producer
15117,12077,Director
37956,12090,"Director, Storyboard"
37956,12091,Sound Director
37956,12092,"Episode Director, Storyboard"
37956,12093,Script
48375,871,Producer
48375,12104,Producer
48375,12105,Producer
48375,4056,Producer
54974,9366,ADR Director
54974,7221,Planning
54974,9367,Original Creator
54974,8698,Executive Producer
33337,159,Producer
33337,113,Producer
33337,2090,Producer
33337,1616,Producer
90,5642,Producer
90,2815,Producer
90,30,"Director, Storyboard"
90,8635,"Director, Script, Storyboard"
31859,159,Producer
31859,4747,Producer
31859,12127,Producer
31859,3927,"Director, Sound Director, Episode Director, Script, Storyboard, Series Composition, Key Animation"
2673,11611,Producer
2673,3337,Director
2673,3407,"Director, Storyboard"
2673,12134,Theme Song Performance
22043,159,Producer
22043,12146,Producer
22043,1258,Assistant Producer
22043,8103,"Director, Episode Director, Storyboard"
33354,159,Producer
33354,1536,Producer
33354,1258,Assistant Producer
33354,4556,"Director, Storyboard"
51038,1712,Original Creator
28249,159,Producer
28249,161,Producer
28249,1888,Producer
28249,7812,Producer
57995,7220,Director
57995,910,Chief Producer
57995,7221,Planning
57995,7222,Chief Producer
2665,6611,Director
2665,1866,Sound Director
2665,3408,Storyboard
2665,12162,Theme Song Lyrics
37176,1712,Original Creator
7193,412,Producer
7193,3778,Producer
7193,1383,Producer
7193,1536,Producer
30191,3444,Director
30191,12177,"Episode Director, Storyboard"
30191,12178,"Script, Series Composition"
30191,12179,"Theme Song Composition, Theme Song Lyrics, Theme Song Performance"
951,2534,Producer
951,6611,"Director, Episode Director, Script, Storyboard"
951,12194,Director
951,6678,"Director, Episode Director, Storyboard"
19115,12210,"Producer, Script"
19115,7716,Producer
19115,696,"Director, Storyboard"
19115,6290,Sound Director
4192,6910,Producer
4192,1851,Producer
4192,2592,Producer
4192,6877,"Director, Episode Director, Storyboard"
1888,536,Producer
1888,12221,Producer
1888,11869,Producer
1888,801,Assistant Producer
51369,2431,Director
51369,12222,Episode Director
51369,12223,"Theme Song Performance, Theme Song Arrangement, Theme Song Composition"
51369,12224,"Theme Song Performance, Theme Song Arrangement, Theme Song Composition"
21405,3037,Producer
21405,3506,Producer
21405,6051,Producer
21405,4677,Producer
4898,159,Producer
4898,207,Producer
4898,5547,Producer
4898,3749,Producer
5494,11754,Director
5494,8012,Sound Director
5494,12248,"Episode Director, Storyboard"
5494,2274,"Episode Director, Storyboard"
3785,159,Producer
3785,1638,"Director, Storyboard, Executive Producer, Creator, Mechanical Design, Key Animation, Screenplay, Planning"
3785,1518,"Director, Storyboard, Screenplay"
3785,1639,"Director, Storyboard, Screenplay, Key Animation"
59207,1355,Producer
59207,4825,Producer
59207,1333,Producer
59207,231,Producer
35191,159,Producer
35191,1258,Assistant Producer
35191,9152,Director
35191,851,Sound Director
874,4753,Producer
874,12274,Director
874,1730,"Episode Director, Storyboard"
874,12275,Episode Director
51678,1478,Producer
51678,12289,Producer
51678,12290,Producer
51678,5614,Assistant Producer
21667,6140,"Director, Episode Director, Storyboard"
21667,12291,Theme Song Performance
21667,5452,Theme Song Performance
21667,12292,"Theme Song Performance, Theme Song Lyrics, Theme Song Arrangement, Theme Song Composition"
52747,889,Producer
52747,3587,Producer
52747,12293,"Director, Episode Director, Storyboard"
52747,2921,Sound Director
32792,4598,Producer
32792,1106,"Director, Episode Director, Storyboard, Key Animation"
32792,5055,Sound Director
32792,12295,Episode Director
36561,1712,Original Creator
48916,7999,Producer
48916,12297,Producer
48916,4373,Director
48916,1412,Sound Director
59419,8209,Director
59419,782,Sound Director
59419,12309,"Episode Director, Animation Director"
59419,12310,Storyboard
33071,608,Producer
33071,5070,Producer
33071,1699,Director
33071,12314,Episode Director
39651,652,"Producer, Planning"
39651,653,Producer
39651,654,Producer
39651,7200,Producer
6213,159,Producer
6213,536,Producer
6213,801,Producer
6213,3959,Producer
37804,1477,Producer
37804,3960,Producer
37804,2258,Producer
37804,6051,Producer
55821,9366,ADR Director
55821,7221,Planning
55821,9367,Original Creator
55821,8698,Executive Producer
2104,159,Producer
2104,5550,Producer
2104,209,Producer
2104,6007,Producer
59095,12329,Director
59095,12330,Sound Director
59095,12331,"Script, Series Composition"
59095,12332,Theme Song Performance
5485,12347,Producer
5485,12348,"Director, Episode Director, Script, Storyboard, Screenplay, Series Composition"
5485,4786,Sound Director
5485,12349,"Episode Director, Storyboard, Mechanical Design"
12883,509,Producer
12883,1038,Producer
12883,4118,Producer
12883,11339,Producer
36513,12371,Producer
36513,11031,Producer
36513,10305,Producer
36513,11143,Producer
182,159,Producer
182,7658,"Producer, Script, Storyboard, Screenplay, Original Creator"
182,308,Producer
182,652,Producer
59160,2583,Producer
59160,7591,Director
59160,782,Sound Director
59160,1379,"Episode Director, Storyboard"
6956,1245,Producer
6956,5547,Producer
6956,28,Producer
6956,3975,"Director, Series Composition"
53446,509,Producer
53446,8242,Producer
53446,59,Assistant Producer
53446,12385,Assistant Producer
48491,6265,Producer
48491,12397,Producer
48491,12398,Producer
48491,10863,Producer
1961,12411,Producer
1961,7134,"Director, Episode Director, Screenplay"
1961,6290,Sound Director
1961,12412,Theme Song Performance
59245,2731,Original Creator
396,2499,Producer
396,3749,Producer
396,10246,Producer
396,1945,Assistant Producer
55973,8887,Producer
55973,12428,Producer
55973,12429,Producer
55973,12430,Producer
48553,1246,Producer
48553,872,Producer
48553,231,Producer
48553,4803,Producer
42423,1314,Producer
42423,10562,Producer
42423,10061,Producer
42423,10561,Producer
2392,11611,Producer
2392,2173,"Director, Storyboard, Screenplay"
2392,3337,"Director, Script"
2392,12448,"Theme Song Lyrics, Theme Song Composition, Theme Song Performance, Theme Song Arrangement"
34445,161,Producer
34445,4116,Producer
34445,11870,Producer
34445,1615,Producer
6591,12453,Original Creator
42940,7840,Director
42940,7841,Sound Director
42940,7842,Sound Director
42940,12459,Episode Director
61851,1659,Producer
61851,12461,Producer
61851,12462,Producer
61851,12463,"Director, Script, Series Composition, Setting"
8525,653,Producer
8525,1887,Producer
8525,8792,"Director, Storyboard"
8525,2921,Sound Director
61295,12473,Producer
61295,1637,Producer
61295,1518,"Director, Episode Director, Storyboard"
61295,2924,Sound Director
34439,1193,Director
34439,7298,Sound Director
34439,3096,Episode Director
34439,7300,Storyboard
74,575,Producer
74,11170,Producer
74,4770,Producer
74,1334,Assistant Producer
1015,7563,"Director, Storyboard"
1015,851,Sound Director
1015,2913,Key Animation
1015,12490,Music
32863,12494,Original Creator
51916,1160,Producer
51916,871,Producer
51916,2449,Producer
51916,9036,"Producer, Planning"
55733,12507,Original Creator
14511,1477,"Producer, Assistant Producer"
14511,10816,Producer
14511,4309,Producer
14511,577,Producer
18849,1333,Producer
18849,1334,Producer
18849,1680,Producer
18849,1336,Producer
15487,5837,Original Creator
39071,258,Producer
39071,3037,Producer
39071,762,Producer
39071,2629,Producer
9510,1127,Producer
9510,12058,Producer
9510,12535,Producer
9510,12059,Producer
60445,654,Producer
60445,4555,Producer
60445,12540,Producer
60445,3224,Director
34542,510,Producer
34542,3604,Producer
34542,12557,Producer
34542,12558,"Director, Episode Director, Storyboard"
7305,12560,Original Creator
2963,1477,Producer
2963,4308,Producer
2963,11869,"Producer, Production Manager"
2963,9754,"Director, Episode Director, Storyboard"
10460,5989,"Director, Episode Director, Storyboard"
10460,7956,Sound Director
10460,2664,"Episode Director, Storyboard"
10460,2662,"Episode Director, Storyboard"
5530,12571,Producer
5530,10772,Producer
5530,8981,Producer
5530,12009,Producer
49877,11315,Producer
49877,2985,Producer
49877,6330,"Director, Storyboard, Animation Director"
49877,782,Sound Director
50672,536,Producer
50672,871,Producer
50672,2628,Producer
50672,1314,Producer
12021,2609,Director
12021,12588,Original Creator
19775,1477,Producer
19775,4091,Producer
19775,1162,Producer
19775,6969,Director
32729,159,Producer
32729,9753,Producer
32729,4167,Producer
32729,672,Producer
36904,10035,"Director, Script"
36904,11050,Script
36904,12603,ADR Director
36904,10036,ADR Director
31783,5800,Director
31783,12606,Episode Director
31783,9339,Episode Director
31783,10479,Episode Director
1239,308,Producer
1239,3072,Producer
1239,7314,Producer
1239,4310,"Director, Episode Director, Storyboard"
38101,159,Producer
38101,258,Producer
38101,3037,Producer
38101,2380,Producer
50613,4091,Producer
50613,12612,Producer
50613,2718,Producer
50613,1849,Producer
371,308,Producer
371,739,Producer
371,4556,"Director, Storyboard"
371,3074,Sound Director
34161,3208,Sound Director
34161,12617,"Theme Song Composition, Theme Song Performance, Theme Song Lyrics, Theme Song Arrangement"
34161,12618,"Theme Song Performance, Theme Song Composition"
34161,12619,Theme Song Lyrics
240,12624,Producer
240,12625,Producer
240,12626,Producer
240,12627,Producer
50307,653,Producer
50307,953,Producer
50307,116,Producer
50307,6546,Producer
21995,1355,Producer
21995,207,Producer
21995,611,Producer
21995,3587,Producer
644,782,Sound Director
644,12642,Theme Song Performance
644,12643,Original Creator
24913,7262,Theme Song Performance
24913,12647,Theme Song Performance
24913,12648,Theme Song Performance
24913,7564,Theme Song Performance
233,1904,Producer
233,4770,Producer
233,6968,Director
233,1905,"Episode Director, Storyboard"
33032,3182,Producer
33032,12666,Original Creator
33032,12667,"Key Animation, In-Between Animation"
59969,7221,Planning
59969,8698,Executive Producer
59969,7222,Chief Producer
34349,12681,Original Creator
34349,12682,Animation Director
34349,12683,Character Design
32977,10035,Director
9288,11703,"Director, Storyboard, Assistant Director"
9288,9397,Music
9288,6651,Key Animation
9288,12687,Character Design
32717,2089,Producer
32717,126,Producer
32717,7812,Producer
32717,12693,Producer
32979,3960,Producer
32979,2743,Producer
32979,6051,Producer
32979,4940,Producer
15925,3406,Producer
15925,3407,"Director, Storyboard"
15925,12707,Storyboard
15925,12708,Theme Song Performance
8247,234,Producer
8247,3072,Producer
8247,1039,Producer
8247,12714,Assistant Producer
16904,10816,Producer
16904,3072,Producer
16904,12724,"Director, Storyboard, Character Design"
16904,9291,"Director, Storyboard"
4177,12736,Producer
4177,12737,"Director, Episode Director, Script, Storyboard"
4177,3160,Sound Director
4177,9795,"Episode Director, Storyboard, Key Animation, Animation Director"
37704,1355,Producer
37704,2582,Producer
37704,7373,Producer
37704,12750,Director
488,536,Producer
488,11869,Producer
488,7167,Producer
488,12221,Producer
52211,5868,Producer
52211,12754,Producer
52211,12755,Producer
52211,6582,Producer
35972,159,Producer
35972,1258,Assistant Producer
35972,8103,Director
35972,1107,Sound Director
905,159,Producer
905,2241,Producer
905,6065,"Director, Storyboard"
905,9403,Script
9785,3595,Producer
9785,4128,Director
9785,12560,Original Creator
9785,3596,Chief Producer
35067,188,Producer
35067,189,Producer
35067,12535,Producer
35067,122,Director
290,2499,Producer
290,3749,Producer
290,10246,Producer
290,1945,Assistant Producer
19671,12768,Music
19671,12769,Original Creator
1412,1865,Director
1412,12776,Director
1412,976,"Episode Director, Key Animation"
1412,10194,Episode Director
2499,11857,Director
2499,12778,"Theme Song Performance, Theme Song Lyrics"
2499,12779,"Theme Song Lyrics, Theme Song Composition"
2499,12780,Theme Song Arrangement
50608,1160,Producer
50608,9307,Producer
50608,2380,Producer
50608,1435,Producer
6172,2691,Producer
6172,12794,"Producer, Script, Planning, Original Creator"
6172,1516,Producer
6172,12795,Producer
2463,1729,"Director, Screenplay"
2463,10178,"Director, Assistant Director"
2463,9404,"Theme Song Performance, Inserted Song Performance"
2463,12805,Theme Song Performance
65,7170,"Co-Director, Storyboard, 2nd Key Animation"
65,258,Producer
65,536,Producer
65,3037,Assistant Producer
49858,5614,Producer
49858,116,Producer
49858,654,Producer
49858,12807,Producer
31764,159,Producer
31764,801,Producer
31764,2002,Producer
31764,3940,Producer
1011,10759,Producer
1011,10758,Producer
1011,10183,Director
1011,10760,"Episode Director, Storyboard"
33064,9459,"Director, Episode Director, Storyboard"
33064,9436,Episode Director
33064,12820,Episode Director
33064,12821,Episode Director
398,3749,Producer
398,310,Producer
398,3939,Assistant Producer
398,12824,Director
57635,12836,Director
57635,12837,Sound Director
57635,12838,Script
57635,12839,Theme Song Performance
2557,3337,Director
2557,7469,"Episode Director, Storyboard"
2557,12852,"Episode Director, Storyboard, Assistant Director"
2557,12853,"Episode Director, Storyboard"
38917,910,Director
18119,8875,Producer
18119,5985,Producer
18119,12873,"Director, Episode Director, Storyboard"
18119,3375,Sound Director
9926,2002,Producer
9926,2451,Producer
9926,1161,Producer
9926,6398,Producer
35672,1478,"Producer, Production Manager"
35672,7518,Producer
35672,6052,Producer
35672,12885,Producer
32836,4784,Producer
32836,4785,"Director, Episode Director, Storyboard"
32836,4786,Sound Director
32836,12888,"Episode Director, Storyboard"
856,535,Producer
856,5376,Producer
856,12347,Producer
856,11159,Producer
25729,5721,Producer
25729,5722,Producer
25729,5723,Producer
25729,3294,Producer
17437,1127,Producer
17437,1246,Producer
17437,10953,Producer
17437,6967,Producer
59980,3407,Director
59980,8905,Theme Song Performance
59980,5458,Original Creator
59980,12918,Music
32551,7715,Producer
32551,12919,Producer
32551,10987,Director
32551,10552,Storyboard
14941,3646,Producer
14941,7658,"Director, Storyboard, Original Creator"
14941,3975,Director
14941,782,Sound Director
48780,871,Producer
48780,825,Producer
48780,12948,Producer
48780,9445,Director
32948,2581,Producer
32948,11031,Producer
32948,7408,Producer
32948,4827,Assistant Producer
22265,159,Producer
22265,2912,Producer
22265,2331,Director
22265,851,Sound Director
21843,159,Producer
21843,510,Producer
21843,3182,Assistant Producer
21843,9260,"Director, Storyboard"
345,9565,Producer
345,6876,Producer
345,8713,Producer
345,4056,Assistant Producer
2961,4753,Producer
2961,1806,"Director, Storyboard"
2961,8717,Script
2961,9471,Theme Song Performance
24765,3603,Producer
24765,2449,Producer
24765,5722,Producer
24765,9398,Producer
617,308,Producer
617,739,Assistant Producer
617,7217,"Director, Key Animation, Screenplay, Original Character Design, Original Creator"
617,2365,Key Animation
38086,3587,Producer
38086,3817,Producer
38086,439,Producer
