anime_id,character_id,role
28977,7,Main
28977,9,Unknown
28977,10,Main
28977,9,Unknown
28977,12,Main
28977,9,Unknown
28977,14,Supporting
28977,9,Unknown
28977,16,Supporting
28977,9,Unknown
28977,18,Supporting
28977,9,Unknown
28977,20,Supporting
28977,9,Unknown
28977,22,Supporting
28977,9,Unknown
28977,24,Supporting
28977,9,Unknown
28977,26,Supporting
28977,9,Unknown
57555,37,Main
57555,9,Unknown
57555,39,Main
57555,9,Unknown
57555,41,Supporting
57555,9,Unknown
57555,43,Supporting
57555,9,Unknown
57555,45,Supporting
57555,9,Unknown
57555,47,Supporting
57555,9,Unknown
57555,49,Supporting
57555,9,Unknown
57555,51,Supporting
57555,9,Unknown
57555,53,Supporting
57555,9,Unknown
57555,55,Supporting
57555,9,Unknown
11061,66,Main
11061,9,Unknown
11061,68,Main
11061,9,Unknown
11061,70,Main
11061,9,Unknown
11061,72,Main
11061,9,Unknown
11061,74,Supporting
11061,9,Unknown
11061,76,Supporting
11061,9,Unknown
11061,78,Supporting
11061,9,Unknown
11061,80,Supporting
11061,9,Unknown
11061,82,Supporting
11061,9,Unknown
11061,84,Supporting
11061,9,Unknown
52991,93,Main
52991,9,Unknown
52991,95,Main
52991,9,Unknown
52991,97,Main
52991,9,Unknown
52991,99,Supporting
52991,9,Unknown
52991,101,Supporting
52991,9,Unknown
52991,103,Supporting
52991,9,Unknown
52991,105,Supporting
52991,9,Unknown
52991,107,Supporting
52991,9,Unknown
52991,109,Supporting
52991,9,Unknown
52991,111,Supporting
52991,9,Unknown
9969,7,Main
9969,9,Unknown
9969,10,Main
9969,9,Unknown
9969,12,Main
9969,9,Unknown
9969,14,Supporting
9969,9,Unknown
9969,16,Supporting
9969,9,Unknown
9969,18,Supporting
9969,9,Unknown
9969,20,Supporting
9969,9,Unknown
9969,22,Supporting
9969,9,Unknown
9969,24,Supporting
9969,9,Unknown
9969,26,Supporting
9969,9,Unknown
15417,7,Main
15417,9,Unknown
15417,10,Main
15417,9,Unknown
15417,12,Main
15417,9,Unknown
15417,14,Supporting
15417,9,Unknown
15417,16,Supporting
15417,9,Unknown
15417,18,Supporting
15417,9,Unknown
15417,20,Supporting
15417,9,Unknown
15417,22,Supporting
15417,9,Unknown
15417,24,Supporting
15417,9,Unknown
15417,125,Supporting
39486,7,Main
39486,9,Unknown
39486,10,Main
39486,9,Unknown
39486,12,Main
39486,9,Unknown
39486,14,Supporting
39486,9,Unknown
39486,16,Supporting
39486,9,Unknown
39486,18,Supporting
39486,9,Unknown
39486,20,Supporting
39486,9,Unknown
39486,22,Supporting
39486,9,Unknown
39486,24,Supporting
39486,9,Unknown
39486,26,Supporting
39486,9,Unknown
38524,139,Main
38524,9,Unknown
38524,141,Main
38524,9,Unknown
38524,143,Main
38524,9,Unknown
38524,145,Main
38524,9,Unknown
38524,147,Supporting
38524,9,Unknown
38524,149,Supporting
38524,9,Unknown
38524,151,Supporting
38524,9,Unknown
38524,153,Supporting
38524,9,Unknown
38524,155,Supporting
38524,9,Unknown
38524,157,Supporting
38524,9,Unknown
34096,7,Main
34096,9,Unknown
34096,10,Main
34096,9,Unknown
34096,14,Main
34096,9,Unknown
34096,20,Main
34096,9,Unknown
34096,12,Main
34096,9,Unknown
34096,26,Supporting
34096,9,Unknown
34096,125,Supporting
34096,163,Supporting
34096,9,Unknown
34096,165,Supporting
34096,9,Unknown
34096,167,Supporting
34096,9,Unknown
41467,170,Main
41467,9,Unknown
41467,172,Main
41467,9,Unknown
41467,174,Supporting
41467,9,Unknown
41467,175,Supporting
41467,9,Unknown
41467,176,Supporting
41467,9,Unknown
41467,178,Supporting
41467,9,Unknown
41467,180,Supporting
41467,9,Unknown
41467,181,Supporting
41467,9,Unknown
41467,183,Supporting
41467,9,Unknown
41467,185,Supporting
41467,9,Unknown
5114,194,Main
5114,9,Unknown
5114,195,Main
5114,9,Unknown
5114,196,Supporting
5114,9,Unknown
5114,197,Supporting
5114,9,Unknown
5114,198,Supporting
5114,9,Unknown
5114,199,Supporting
5114,9,Unknown
5114,200,Supporting
5114,9,Unknown
5114,201,Supporting
5114,9,Unknown
5114,203,Supporting
5114,9,Unknown
5114,205,Supporting
5114,9,Unknown
43608,213,Main
43608,9,Unknown
43608,215,Main
43608,9,Unknown
43608,217,Main
43608,9,Unknown
43608,219,Main
43608,9,Unknown
43608,221,Main
43608,9,Unknown
43608,223,Supporting
43608,9,Unknown
43608,225,Supporting
43608,9,Unknown
43608,227,Supporting
43608,9,Unknown
43608,228,Supporting
43608,9,Unknown
43608,230,Supporting
43608,9,Unknown
918,7,Main
918,9,Unknown
918,10,Main
918,9,Unknown
918,12,Main
918,9,Unknown
918,14,Supporting
918,9,Unknown
918,16,Supporting
918,9,Unknown
918,18,Supporting
918,9,Unknown
918,20,Supporting
918,9,Unknown
918,22,Supporting
918,9,Unknown
918,24,Supporting
918,9,Unknown
918,26,Supporting
918,9,Unknown
4181,240,Main
4181,9,Unknown
4181,241,Main
4181,9,Unknown
4181,243,Main
4181,9,Unknown
4181,245,Supporting
4181,9,Unknown
4181,247,Supporting
4181,9,Unknown
4181,249,Supporting
4181,9,Unknown
4181,251,Supporting
4181,9,Unknown
4181,252,Supporting
4181,9,Unknown
4181,254,Supporting
4181,9,Unknown
4181,255,Supporting
4181,9,Unknown
58514,265,Main
58514,9,Unknown
58514,267,Main
58514,9,Unknown
58514,269,Supporting
58514,9,Unknown
58514,271,Supporting
58514,9,Unknown
58514,272,Supporting
58514,9,Unknown
58514,273,Supporting
58514,9,Unknown
58514,275,Supporting
58514,9,Unknown
58514,277,Supporting
58514,9,Unknown
58514,279,Supporting
58514,9,Unknown
58514,280,Supporting
58514,9,Unknown
2904,289,Main
2904,9,Unknown
2904,291,Main
2904,9,Unknown
2904,293,Main
2904,9,Unknown
2904,295,Main
2904,9,Unknown
2904,297,Supporting
2904,9,Unknown
2904,299,Supporting
2904,9,Unknown
2904,300,Supporting
2904,9,Unknown
2904,302,Supporting
2904,9,Unknown
2904,304,Supporting
2904,9,Unknown
2904,306,Supporting
2904,9,Unknown
820,317,Main
820,9,Unknown
820,319,Main
820,9,Unknown
820,321,Main
820,9,Unknown
820,323,Main
820,9,Unknown
820,325,Main
820,9,Unknown
820,327,Main
820,9,Unknown
820,329,Main
820,9,Unknown
820,331,Main
820,9,Unknown
820,333,Main
820,9,Unknown
820,335,Main
820,9,Unknown
15335,7,Main
15335,9,Unknown
15335,10,Main
15335,9,Unknown
15335,12,Main
15335,9,Unknown
15335,14,Supporting
15335,9,Unknown
15335,16,Supporting
15335,9,Unknown
15335,18,Supporting
15335,9,Unknown
15335,20,Supporting
15335,9,Unknown
15335,22,Supporting
15335,9,Unknown
15335,24,Supporting
15335,9,Unknown
15335,125,Supporting
15335,9,Unknown
28851,348,Main
28851,9,Unknown
28851,350,Main
28851,9,Unknown
28851,352,Supporting
28851,9,Unknown
28851,353,Supporting
28851,9,Unknown
28851,355,Supporting
28851,9,Unknown
28851,357,Supporting
28851,9,Unknown
28851,359,Supporting
28851,9,Unknown
28851,361,Supporting
28851,9,Unknown
28851,363,Supporting
28851,9,Unknown
28851,364,Supporting
28851,9,Unknown
61517,372,Main
61517,9,Unknown
61517,373,Main
61517,9,Unknown
61517,375,Main
61517,9,Unknown
61517,376,Main
61517,9,Unknown
61517,377,Supporting
61517,9,Unknown
61517,379,Supporting
61517,9,Unknown
61517,381,Supporting
61517,9,Unknown
61517,383,Supporting
61517,9,Unknown
61517,385,Supporting
61517,9,Unknown
61517,387,Supporting
61517,9,Unknown
19,394,Main
19,9,Unknown
19,395,Main
19,9,Unknown
19,397,Main
19,9,Unknown
19,398,Supporting
19,9,Unknown
19,400,Supporting
19,9,Unknown
19,402,Supporting
19,9,Unknown
19,404,Supporting
19,9,Unknown
19,406,Supporting
19,9,Unknown
19,408,Supporting
19,9,Unknown
19,410,Supporting
19,9,Unknown
60098,420,Main
60098,9,Unknown
60098,422,Supporting
60098,9,Unknown
60098,423,Supporting
60098,9,Unknown
60098,424,Supporting
60098,9,Unknown
60098,426,Supporting
60098,9,Unknown
60098,427,Supporting
60098,9,Unknown
60098,429,Supporting
60098,9,Unknown
60098,431,Supporting
60098,9,Unknown
60098,433,Supporting
60098,9,Unknown
60098,435,Supporting
60098,9,Unknown
54492,265,Main
54492,9,Unknown
54492,267,Main
54492,9,Unknown
54492,269,Supporting
54492,9,Unknown
54492,271,Supporting
54492,9,Unknown
54492,273,Supporting
54492,9,Unknown
54492,275,Supporting
54492,9,Unknown
54492,277,Supporting
54492,9,Unknown
54492,279,Supporting
54492,9,Unknown
54492,280,Supporting
54492,9,Unknown
54492,440,Supporting
54492,9,Unknown
60022,442,Main
60022,9,Unknown
60022,444,Main
60022,9,Unknown
60022,446,Supporting
60022,9,Unknown
60022,448,Supporting
60022,9,Unknown
60022,449,Supporting
60022,9,Unknown
60022,451,Supporting
60022,9,Unknown
60022,453,Supporting
60022,9,Unknown
60022,455,Supporting
60022,9,Unknown
60022,457,Supporting
60022,9,Unknown
60022,458,Supporting
35180,468,Main
35180,9,Unknown
35180,470,Main
35180,9,Unknown
35180,472,Main
35180,9,Unknown
35180,474,Main
35180,9,Unknown
35180,475,Supporting
35180,9,Unknown
35180,476,Supporting
35180,9,Unknown
35180,477,Supporting
35180,9,Unknown
35180,478,Supporting
35180,9,Unknown
35180,479,Supporting
35180,9,Unknown
35180,480,Supporting
35180,9,Unknown
40682,372,Main
40682,9,Unknown
40682,373,Main
40682,9,Unknown
40682,375,Main
40682,9,Unknown
40682,376,Main
40682,9,Unknown
40682,486,Supporting
40682,9,Unknown
40682,377,Supporting
40682,9,Unknown
40682,379,Supporting
40682,9,Unknown
40682,488,Supporting
40682,9,Unknown
40682,381,Supporting
40682,9,Unknown
40682,383,Supporting
40682,9,Unknown
37987,491,Main
37987,9,Unknown
37987,492,Main
37987,9,Unknown
37987,493,Supporting
37987,9,Unknown
37987,494,Supporting
37987,9,Unknown
37987,496,Supporting
37987,9,Unknown
37987,497,Supporting
37987,9,Unknown
37987,498,Supporting
37987,9,Unknown
37987,500,Supporting
37987,9,Unknown
37987,502,Supporting
37987,9,Unknown
37987,504,Supporting
37987,9,Unknown
51535,141,Main
51535,9,Unknown
51535,143,Main
51535,9,Unknown
51535,145,Main
51535,9,Unknown
51535,139,Supporting
51535,9,Unknown
51535,147,Supporting
51535,9,Unknown
51535,149,Supporting
51535,9,Unknown
51535,151,Supporting
51535,153,Supporting
51535,9,Unknown
51535,155,Supporting
51535,9,Unknown
51535,157,Supporting
51535,9,Unknown
9253,518,Main
9253,9,Unknown
9253,519,Main
9253,9,Unknown
9253,521,Main
9253,9,Unknown
9253,522,Main
9253,9,Unknown
9253,524,Supporting
9253,9,Unknown
9253,526,Supporting
9253,9,Unknown
9253,527,Supporting
9253,9,Unknown
9253,529,Supporting
9253,9,Unknown
9253,531,Supporting
9253,9,Unknown
9253,533,Supporting
9253,9,Unknown
42938,543,Main
42938,9,Unknown
42938,545,Main
42938,9,Unknown
42938,547,Main
42938,9,Unknown
42938,549,Main
42938,9,Unknown
42938,551,Supporting
42938,9,Unknown
42938,552,Supporting
42938,9,Unknown
42938,553,Supporting
42938,9,Unknown
42938,554,Supporting
42938,9,Unknown
42938,555,Supporting
42938,9,Unknown
42938,557,Supporting
42938,9,Unknown
37491,7,Main
37491,9,Unknown
37491,10,Main
37491,9,Unknown
37491,12,Main
37491,9,Unknown
37491,14,Supporting
37491,9,Unknown
37491,16,Supporting
37491,9,Unknown
37491,18,Supporting
37491,9,Unknown
37491,20,Supporting
37491,9,Unknown
37491,22,Supporting
37491,9,Unknown
37491,24,Supporting
37491,9,Unknown
37491,26,Supporting
37491,9,Unknown
35247,562,Main
35247,9,Unknown
35247,564,Main
35247,9,Unknown
35247,565,Main
35247,9,Unknown
35247,567,Main
35247,9,Unknown
35247,568,Supporting
35247,9,Unknown
35247,569,Supporting
35247,9,Unknown
35247,571,Supporting
35247,9,Unknown
35247,572,Supporting
35247,9,Unknown
35247,573,Supporting
35247,9,Unknown
35247,574,Supporting
35247,9,Unknown
31758,568,Main
31758,9,Unknown
31758,564,Main
31758,9,Unknown
31758,569,Main
31758,9,Unknown
31758,574,Supporting
31758,9,Unknown
31758,579,Supporting
31758,580,Supporting
59571,141,Main
59571,9,Unknown
59571,143,Main
59571,9,Unknown
59571,145,Main
59571,9,Unknown
59571,139,Supporting
59571,9,Unknown
59571,147,Supporting
59571,9,Unknown
59571,149,Supporting
59571,9,Unknown
59571,153,Supporting
59571,9,Unknown
59571,155,Supporting
59571,9,Unknown
59571,157,Supporting
59571,9,Unknown
59571,581,Supporting
59571,9,Unknown
32281,591,Main
32281,9,Unknown
32281,593,Main
32281,9,Unknown
32281,595,Supporting
32281,9,Unknown
32281,596,Supporting
32281,9,Unknown
32281,598,Supporting
32281,9,Unknown
32281,600,Supporting
32281,9,Unknown
32281,602,Supporting
32281,9,Unknown
32281,604,Supporting
32281,9,Unknown
32281,605,Supporting
32281,9,Unknown
32281,606,Supporting
32281,9,Unknown
60489,615,Main
60489,9,Unknown
60489,617,Main
60489,9,Unknown
60489,618,Supporting
60489,9,Unknown
60489,619,Supporting
60489,9,Unknown
60489,621,Supporting
60489,9,Unknown
60489,623,Supporting
60489,9,Unknown
60489,625,Supporting
60489,9,Unknown
60489,627,Supporting
60489,9,Unknown
60489,628,Supporting
60489,9,Unknown
60489,630,Supporting
37510,637,Main
37510,9,Unknown
37510,638,Main
37510,9,Unknown
37510,640,Main
37510,9,Unknown
37510,641,Supporting
37510,9,Unknown
37510,643,Supporting
37510,9,Unknown
37510,644,Supporting
37510,9,Unknown
37510,646,Supporting
37510,9,Unknown
37510,648,Supporting
37510,9,Unknown
37510,649,Supporting
37510,9,Unknown
37510,650,Supporting
37510,9,Unknown
263,656,Main
263,9,Unknown
263,658,Main
263,9,Unknown
263,659,Main
263,9,Unknown
263,661,Main
263,9,Unknown
263,662,Main
263,9,Unknown
263,663,Supporting
263,9,Unknown
263,665,Supporting
263,9,Unknown
263,666,Supporting
263,9,Unknown
263,667,Supporting
263,9,Unknown
263,669,Supporting
263,9,Unknown
2921,675,Main
2921,9,Unknown
2921,677,Main
2921,9,Unknown
2921,679,Main
2921,9,Unknown
2921,681,Supporting
2921,9,Unknown
2921,683,Supporting
2921,9,Unknown
2921,685,Supporting
2921,9,Unknown
2921,687,Supporting
2921,9,Unknown
2921,689,Supporting
2921,9,Unknown
2921,691,Supporting
2921,9,Unknown
2921,693,Supporting
2921,9,Unknown
37521,700,Main
37521,9,Unknown
37521,702,Main
37521,9,Unknown
37521,704,Main
37521,9,Unknown
37521,705,Supporting
37521,9,Unknown
37521,706,Supporting
37521,9,Unknown
37521,708,Supporting
37521,9,Unknown
37521,710,Supporting
37521,9,Unknown
37521,712,Supporting
37521,9,Unknown
37521,713,Supporting
37521,9,Unknown
37521,714,Supporting
37521,9,Unknown
17074,562,Main
17074,9,Unknown
17074,568,Main
17074,9,Unknown
17074,564,Main
17074,9,Unknown
17074,719,Main
17074,9,Unknown
17074,569,Main
17074,9,Unknown
17074,565,Main
17074,9,Unknown
17074,572,Main
17074,9,Unknown
17074,571,Supporting
17074,9,Unknown
17074,567,Supporting
17074,9,Unknown
17074,573,Supporting
17074,9,Unknown
1,723,Main
1,9,Unknown
1,725,Main
1,9,Unknown
1,727,Main
1,9,Unknown
1,729,Main
1,9,Unknown
1,731,Supporting
1,9,Unknown
1,732,Supporting
1,9,Unknown
1,733,Supporting
1,9,Unknown
1,734,Supporting
1,9,Unknown
1,736,Supporting
1,9,Unknown
1,738,Supporting
1,9,Unknown
40028,141,Main
40028,9,Unknown
40028,143,Main
40028,9,Unknown
40028,145,Main
40028,9,Unknown
40028,139,Supporting
40028,9,Unknown
40028,149,Supporting
40028,9,Unknown
40028,151,Supporting
40028,9,Unknown
40028,153,Supporting
40028,9,Unknown
40028,155,Supporting
40028,9,Unknown
40028,157,Supporting
40028,9,Unknown
40028,581,Supporting
40028,9,Unknown
50160,372,Main
50160,9,Unknown
50160,373,Main
50160,9,Unknown
50160,375,Main
50160,9,Unknown
50160,376,Main
50160,9,Unknown
50160,486,Supporting
50160,9,Unknown
50160,377,Supporting
50160,9,Unknown
50160,379,Supporting
50160,9,Unknown
50160,381,Supporting
50160,9,Unknown
50160,383,Supporting
50160,9,Unknown
50160,385,Supporting
50160,9,Unknown
47917,744,Main
47917,9,Unknown
47917,746,Main
47917,9,Unknown
47917,748,Main
47917,9,Unknown
47917,749,Main
47917,9,Unknown
47917,750,Supporting
47917,9,Unknown
47917,752,Supporting
47917,9,Unknown
47917,754,Supporting
47917,9,Unknown
47917,755,Supporting
47917,9,Unknown
47917,757,Supporting
47917,9,Unknown
47917,759,Supporting
47917,9,Unknown
36838,7,Main
36838,9,Unknown
36838,10,Main
36838,9,Unknown
36838,12,Main
36838,9,Unknown
36838,14,Supporting
36838,9,Unknown
36838,16,Supporting
36838,9,Unknown
36838,18,Supporting
36838,9,Unknown
36838,20,Supporting
36838,9,Unknown
36838,22,Supporting
36838,9,Unknown
36838,24,Supporting
36838,9,Unknown
36838,125,Supporting
49387,700,Main
49387,9,Unknown
49387,765,Main
49387,9,Unknown
49387,702,Supporting
49387,9,Unknown
49387,705,Supporting
49387,9,Unknown
49387,704,Supporting
49387,9,Unknown
49387,706,Supporting
49387,9,Unknown
49387,767,Supporting
49387,9,Unknown
49387,710,Supporting
49387,9,Unknown
49387,712,Supporting
49387,9,Unknown
49387,769,Supporting
49387,9,Unknown
53223,372,Main
53223,9,Unknown
53223,373,Main
53223,9,Unknown
53223,375,Main
53223,9,Unknown
53223,376,Main
53223,9,Unknown
53223,377,Supporting
53223,9,Unknown
53223,381,Supporting
53223,9,Unknown
53223,773,Supporting
53223,9,Unknown
53223,774,Supporting
53223,9,Unknown
53223,776,Supporting
53223,9,Unknown
53223,778,Supporting
53223,9,Unknown
52198,213,Main
52198,9,Unknown
52198,219,Main
52198,9,Unknown
52198,215,Supporting
52198,9,Unknown
52198,217,Supporting
52198,9,Unknown
52198,223,Supporting
52198,9,Unknown
52198,221,Supporting
52198,9,Unknown
52198,225,Supporting
52198,9,Unknown
52198,227,Supporting
52198,9,Unknown
52198,228,Supporting
52198,9,Unknown
52198,230,Supporting
52198,9,Unknown
48569,786,Main
48569,9,Unknown
48569,787,Main
48569,9,Unknown
48569,789,Supporting
48569,9,Unknown
48569,790,Supporting
48569,9,Unknown
48569,791,Supporting
48569,9,Unknown
48569,793,Supporting
48569,9,Unknown
48569,794,Supporting
48569,9,Unknown
48569,796,Supporting
48569,9,Unknown
48569,798,Supporting
48569,9,Unknown
48569,800,Supporting
48569,9,Unknown
24701,806,Main
24701,9,Unknown
24701,228,Supporting
24701,9,Unknown
24701,809,Supporting
24701,9,Unknown
24701,811,Supporting
24701,9,Unknown
24701,813,Supporting
24701,814,Supporting
24701,9,Unknown
24701,815,Supporting
24701,9,Unknown
24701,817,Supporting
24701,9,Unknown
24701,818,Supporting
24701,9,Unknown
24701,820,Supporting
24701,9,Unknown
39894,829,Main
39894,9,Unknown
39894,831,Main
39894,9,Unknown
39894,833,Supporting
39894,9,Unknown
39894,835,Supporting
39894,9,Unknown
39894,836,Supporting
39894,9,Unknown
39894,838,Supporting
39894,9,Unknown
39894,840,Supporting
39894,9,Unknown
39894,842,Supporting
39894,9,Unknown
39894,844,Supporting
39894,9,Unknown
39894,846,Supporting
39894,9,Unknown
55690,857,Main
55690,9,Unknown
55690,859,Main
55690,9,Unknown
55690,861,Supporting
55690,9,Unknown
55690,862,Supporting
55690,9,Unknown
55690,863,Supporting
55690,9,Unknown
55690,864,Supporting
55690,9,Unknown
55690,866,Supporting
55690,9,Unknown
55690,867,Supporting
55690,9,Unknown
55690,869,Supporting
55690,9,Unknown
55690,870,Supporting
55690,9,Unknown
32935,876,Main
32935,9,Unknown
32935,878,Main
32935,9,Unknown
32935,879,Supporting
32935,9,Unknown
32935,880,Supporting
32935,9,Unknown
32935,881,Supporting
32935,9,Unknown
32935,882,Supporting
32935,9,Unknown
32935,884,Supporting
32935,9,Unknown
32935,885,Supporting
32935,9,Unknown
32935,886,Supporting
32935,9,Unknown
32935,887,Supporting
32935,9,Unknown
44074,895,Main
44074,9,Unknown
44074,896,Main
44074,9,Unknown
44074,897,Supporting
44074,9,Unknown
44074,898,Supporting
44074,9,Unknown
44074,899,Supporting
44074,9,Unknown
44074,901,Supporting
44074,9,Unknown
44074,903,Supporting
44074,9,Unknown
44074,904,Supporting
44074,9,Unknown
44074,906,Supporting
44074,9,Unknown
44074,908,Supporting
44074,9,Unknown
59192,915,Main
59192,9,Unknown
59192,916,Supporting
59192,9,Unknown
59192,917,Supporting
59192,9,Unknown
59192,918,Supporting
59192,9,Unknown
59192,920,Supporting
59192,9,Unknown
59192,921,Supporting
59192,9,Unknown
59192,922,Supporting
59192,9,Unknown
59192,923,Supporting
59192,9,Unknown
59192,924,Supporting
59192,9,Unknown
59192,925,Supporting
59192,9,Unknown
45649,931,Main
45649,9,Unknown
45649,933,Main
45649,9,Unknown
45649,935,Main
45649,9,Unknown
45649,937,Main
45649,9,Unknown
45649,939,Main
45649,9,Unknown
45649,940,Supporting
45649,9,Unknown
45649,942,Supporting
45649,9,Unknown
45649,944,Supporting
45649,9,Unknown
45649,945,Supporting
45649,9,Unknown
45649,946,Supporting
45649,9,Unknown
48583,141,Main
48583,9,Unknown
48583,143,Main
48583,9,Unknown
48583,145,Main
48583,9,Unknown
48583,139,Supporting
48583,9,Unknown
48583,149,Supporting
48583,9,Unknown
48583,151,Supporting
48583,9,Unknown
48583,153,Supporting
48583,9,Unknown
48583,155,Supporting
48583,9,Unknown
48583,157,Supporting
48583,9,Unknown
48583,581,Supporting
48583,9,Unknown
50172,637,Main
50172,9,Unknown
50172,638,Main
50172,9,Unknown
50172,640,Main
50172,9,Unknown
50172,643,Main
50172,9,Unknown
50172,641,Supporting
50172,9,Unknown
50172,644,Supporting
50172,9,Unknown
50172,646,Supporting
50172,9,Unknown
50172,648,Supporting
50172,9,Unknown
50172,650,Supporting
50172,9,Unknown
50172,952,Supporting
50172,9,Unknown
199,958,Main
199,9,Unknown
199,959,Main
199,9,Unknown
199,961,Supporting
199,9,Unknown
199,963,Supporting
199,964,Supporting
199,9,Unknown
199,966,Supporting
199,9,Unknown
199,968,Supporting
199,9,Unknown
199,970,Supporting
199,9,Unknown
199,972,Supporting
199,973,Supporting
199,9,Unknown
21,446,Main
21,9,Unknown
21,448,Main
21,9,Unknown
21,449,Main
21,9,Unknown
21,451,Main
21,9,Unknown
21,453,Main
21,9,Unknown
21,455,Main
21,9,Unknown
21,457,Main
21,9,Unknown
21,981,Main
21,9,Unknown
21,983,Main
21,9,Unknown
21,985,Main
21,9,Unknown
53447,989,Main
53447,9,Unknown
53447,990,Main
53447,9,Unknown
53447,991,Main
53447,9,Unknown
53447,993,Main
53447,9,Unknown
53447,994,Main
53447,9,Unknown
53447,995,Main
53447,9,Unknown
53447,996,Main
53447,9,Unknown
53447,997,Main
53447,9,Unknown
53447,998,Main
53447,9,Unknown
53447,999,Main
53447,9,Unknown
47778,915,Main
47778,9,Unknown
47778,916,Main
47778,9,Unknown
47778,917,Main
47778,9,Unknown
47778,918,Main
47778,9,Unknown
47778,922,Main
47778,9,Unknown
47778,1004,Supporting
47778,9,Unknown
47778,920,Supporting
47778,921,Supporting
47778,9,Unknown
47778,924,Supporting
47778,925,Supporting
47778,9,Unknown
51009,1010,Main
51009,9,Unknown
51009,1011,Main
51009,9,Unknown
51009,1013,Main
51009,9,Unknown
51009,1014,Main
51009,9,Unknown
51009,1015,Main
51009,9,Unknown
51009,1016,Supporting
51009,9,Unknown
51009,1017,Supporting
51009,9,Unknown
51009,1018,Supporting
51009,9,Unknown
51009,1020,Supporting
51009,9,Unknown
51009,1021,Supporting
51009,9,Unknown
245,1023,Main
245,9,Unknown
245,1024,Main
245,9,Unknown
245,1026,Main
245,9,Unknown
245,1027,Main
245,9,Unknown
245,1029,Main
245,9,Unknown
245,1030,Main
245,9,Unknown
245,1031,Main
245,9,Unknown
245,1033,Main
245,9,Unknown
245,1034,Main
245,9,Unknown
245,1036,Supporting
245,9,Unknown
53998,170,Main
53998,9,Unknown
53998,172,Main
53998,9,Unknown
53998,174,Supporting
53998,9,Unknown
53998,175,Supporting
53998,9,Unknown
53998,176,Supporting
53998,1043,Supporting
53998,178,Supporting
53998,9,Unknown
53998,180,Supporting
53998,9,Unknown
53998,181,Supporting
53998,9,Unknown
53998,183,Supporting
40434,1046,Main
40434,9,Unknown
40434,1047,Main
40434,9,Unknown
40434,1049,Supporting
40434,9,Unknown
40434,1050,Supporting
40434,9,Unknown
40434,1051,Supporting
40434,9,Unknown
40434,1052,Supporting
40434,9,Unknown
40434,1054,Supporting
40434,9,Unknown
40434,1055,Supporting
40434,9,Unknown
40434,1056,Supporting
40434,1057,Supporting
40434,9,Unknown
164,1063,Main
164,9,Unknown
164,1065,Main
164,9,Unknown
164,1067,Supporting
164,9,Unknown
164,1069,Supporting
164,1070,Supporting
164,1071,Supporting
164,9,Unknown
164,1073,Supporting
164,9,Unknown
164,1075,Supporting
164,9,Unknown
164,1076,Supporting
164,9,Unknown
164,1078,Supporting
164,9,Unknown
33352,491,Main
33352,9,Unknown
33352,492,Supporting
33352,9,Unknown
33352,493,Supporting
33352,9,Unknown
33352,494,Supporting
33352,9,Unknown
33352,496,Supporting
33352,9,Unknown
33352,1082,Supporting
33352,9,Unknown
33352,1084,Supporting
33352,9,Unknown
33352,497,Supporting
33352,9,Unknown
33352,498,Supporting
33352,9,Unknown
33352,1085,Supporting
33352,9,Unknown
44,1089,Main
44,9,Unknown
44,1091,Supporting
44,9,Unknown
44,1093,Supporting
44,1094,Supporting
44,9,Unknown
44,1095,Supporting
44,9,Unknown
44,1097,Supporting
44,9,Unknown
44,1098,Supporting
44,9,Unknown
44,1100,Supporting
44,9,Unknown
44,1102,Supporting
44,9,Unknown
44,1103,Supporting
44,9,Unknown
431,1110,Main
431,9,Unknown
431,1112,Main
431,9,Unknown
431,1114,Supporting
431,9,Unknown
431,1116,Supporting
431,9,Unknown
431,1118,Supporting
431,9,Unknown
431,1120,Supporting
431,9,Unknown
431,1121,Supporting
431,9,Unknown
431,1122,Supporting
431,9,Unknown
431,1124,Supporting
431,9,Unknown
431,1125,Supporting
431,9,Unknown
50399,1129,Main
50399,9,Unknown
50399,1130,Main
50399,9,Unknown
50399,1131,Supporting
50399,9,Unknown
50399,1132,Supporting
50399,9,Unknown
50399,1133,Supporting
50399,9,Unknown
50399,1134,Supporting
50399,9,Unknown
50399,1136,Supporting
50399,9,Unknown
50399,1138,Supporting
50399,9,Unknown
50399,1139,Supporting
50399,9,Unknown
50399,1140,Supporting
33095,1146,Main
33095,9,Unknown
33095,1147,Main
33095,9,Unknown
33095,1148,Supporting
33095,9,Unknown
33095,1149,Supporting
33095,9,Unknown
33095,1150,Supporting
33095,9,Unknown
33095,1151,Supporting
33095,9,Unknown
33095,1153,Supporting
33095,9,Unknown
33095,1154,Supporting
33095,9,Unknown
33095,1156,Supporting
33095,9,Unknown
33095,1158,Supporting
33095,9,Unknown
457,806,Main
457,9,Unknown
457,1167,Supporting
457,9,Unknown
457,1169,Supporting
457,9,Unknown
457,1171,Supporting
457,9,Unknown
457,228,Supporting
457,9,Unknown
457,1172,Supporting
457,9,Unknown
457,1174,Supporting
457,9,Unknown
457,1176,Supporting
457,9,Unknown
457,1178,Supporting
457,9,Unknown
457,1180,Supporting
457,9,Unknown
21939,806,Main
21939,9,Unknown
21939,1169,Supporting
21939,9,Unknown
21939,228,Supporting
21939,9,Unknown
21939,1075,Supporting
21939,9,Unknown
21939,1184,Supporting
21939,9,Unknown
