anime_id,genre
60,Theme::Mythology Mythology
60,Demographic::Shounen Shounen
110,Action Action
110,Comedy Comedy
110,Drama Drama
110,Gourmet Gourmet
110,Demographic::Shounen Shounen
1946,Adventure Adventure
1946,Drama Drama
1946,Romance Romance
38002,Demographic::Seinen Seinen
1690,Drama Drama
1690,Sci-Fi Sci-Fi
1690,Suspense Suspense
1690,Theme::Mecha Mecha
1690,Theme::Psychological Psychological
1690,Theme::Survival Survival
1690,Demographic::Seinen Seinen
39681,Theme::Idols (Female) Idols (Female)
39681,Theme::Music Music
39681,Theme::School School
71,Theme::Mecha Mecha
71,Theme::Military Military
53881,Action Action
53881,Fantasy Fantasy
56894,Action Action
56894,Adventure Adventure
56894,Comedy Comedy
56894,Fantasy Fantasy
56894,Demographic::Shounen Shounen
50425,Theme::Love Polygon Love Polygon
50425,Theme::School School
50425,Demographic::Seinen Seinen
37972,Drama Drama
37972,Sports Sports
821,Action Action
821,Drama Drama
821,Demographic::Seinen Seinen
1606,Action Action
1606,Adventure Adventure
1606,Supernatural Supernatural
1606,Demographic::Shounen Shounen
24439,Action Action
24439,Fantasy Fantasy
24439,Theme::Super Power Super Power
24439,Theme::Urban Fantasy Urban Fantasy
24439,Theme::Vampire Vampire
24439,Demographic::Shounen Shounen
55692,Action Action
55692,Adventure Adventure
6904,Action Action
6904,Horror Horror
6904,Supernatural Supernatural
6904,Theme::Adult Cast Adult Cast
6904,Theme::Gore Gore
6904,Theme::Military Military
6904,Theme::Vampire Vampire
6904,Demographic::Seinen Seinen
58725,Demographic::Shounen Shounen
40044,Adventure Adventure
40044,Comedy Comedy
40044,Sci-Fi Sci-Fi
12725,Action Action
12725,Drama Drama
12725,Demographic::Seinen Seinen
9000,Adventure Adventure
9000,Romance Romance
9000,Theme::Adult Cast Adult Cast
9000,Theme::Military Military
30240,Comedy Comedy
30240,Ecchi Ecchi
30240,Theme::Gag Humor Gag Humor
30240,Theme::School School
30240,Demographic::Seinen Seinen
1002,Award Winning Award Winning
1002,Comedy Comedy
1002,Drama Drama
1002,Sci-Fi Sci-Fi
1002,Theme::Mecha Mecha
1002,Theme::Space Space
53874,Action Action
53874,Adventure Adventure
53874,Comedy Comedy
53874,Fantasy Fantasy
53874,Demographic::Kids Kids
18245,Drama Drama
18245,Romance Romance
18245,Theme::Love Polygon Love Polygon
18245,Theme::Music Music
57097,Fantasy Fantasy
57097,Romance Romance
6444,Adventure Adventure
6444,Fantasy Fantasy
6444,Demographic::Shounen Shounen
18753,Comedy Comedy
18753,Romance Romance
18753,Theme::Love Polygon Love Polygon
18753,Theme::School School
38414,Drama Drama
38414,Fantasy Fantasy
38414,Suspense Suspense
58488,Action Action
58488,Adventure Adventure
58488,Fantasy Fantasy
58488,Theme::Historical Historical
58488,Theme::Mythology Mythology
58488,Demographic::Shounen Shounen
58714,Action Action
58714,Adventure Adventure
58714,Fantasy Fantasy
58939,Action Action
58939,Comedy Comedy
58939,Theme::Adult Cast Adult Cast
58939,Theme::Organized Crime Organized Crime
58939,Demographic::Shounen Shounen
41488,Comedy Comedy
41488,Fantasy Fantasy
41488,Theme::Isekai Isekai
41488,Theme::Reincarnation Reincarnation
41488,Demographic::Shounen Shounen
40665,Theme::Music Music
40665,Theme::Performing Arts Performing Arts
40665,Theme::School School
40735,Action Action
40735,Adventure Adventure
40735,Comedy Comedy
40735,Fantasy Fantasy
40735,Mystery Mystery
40735,Theme::Historical Historical
40735,Theme::Mythology Mythology
24405,Action Action
24405,Sci-Fi Sci-Fi
24405,Demographic::Shounen Shounen
60279,Action Action
60279,Adventure Adventure
60279,Fantasy Fantasy
60279,Theme::Historical Historical
60279,Theme::Martial Arts Martial Arts
39597,Action Action
39597,Adventure Adventure
39597,Fantasy Fantasy
53367,Action Action
53367,Adventure Adventure
53367,Fantasy Fantasy
58502,Action Action
58502,Fantasy Fantasy
9441,Gourmet Gourmet
9441,Slice of Life Slice of Life
9441,Demographic::Shoujo Shoujo
21755,Demographic::Shounen Shounen
54565,Action Action
54565,Adventure Adventure
54565,Comedy Comedy
54565,Fantasy Fantasy
54565,Theme::Isekai Isekai
54565,Theme::Reincarnation Reincarnation
54565,Demographic::Shounen Shounen
47257,Comedy Comedy
47257,Fantasy Fantasy
47257,Romance Romance
35789,Demographic::Shounen Shounen
40024,Demographic::Shoujo Shoujo
51898,Action Action
51898,Adventure Adventure
51898,Comedy Comedy
51898,Fantasy Fantasy
44200,Demographic::Shounen Shounen
2213,Demographic::Shounen Shounen
3515,Action Action
3515,Adventure Adventure
3515,Fantasy Fantasy
3515,Sci-Fi Sci-Fi
3515,Demographic::Shounen Shounen
52193,Action Action
52193,Comedy Comedy
25649,Boys Love Boys Love
25649,Comedy Comedy
25649,Drama Drama
25341,Theme::School School
25341,Theme::Team Sports Team Sports
25341,Demographic::Shounen Shounen
13117,Action Action
13117,Drama Drama
13117,Supernatural Supernatural
13117,Theme::Historical Historical
13117,Theme::Samurai Samurai
13117,Demographic::Josei Josei
96,Drama Drama
96,Romance Romance
96,Sci-Fi Sci-Fi
96,Theme::Martial Arts Martial Arts
96,Theme::Mecha Mecha
96,Theme::Space Space
331,Adventure Adventure
331,Comedy Comedy
331,Fantasy Fantasy
331,Demographic::Shounen Shounen
34973,Theme::Idols (Female) Idols (Female)
34973,Theme::Music Music
34973,Theme::School School
19511,Comedy Comedy
19511,Fantasy Fantasy
19511,Gourmet Gourmet
19511,Demographic::Shounen Shounen
48903,Action Action
48903,Adventure Adventure
48903,Fantasy Fantasy
48903,Demographic::Shounen Shounen
986,Adventure Adventure
986,Comedy Comedy
986,Fantasy Fantasy
986,Sci-Fi Sci-Fi
986,Demographic::Shounen Shounen
160,Adventure Adventure
160,Drama Drama
160,Fantasy Fantasy
160,Sci-Fi Sci-Fi
160,Theme::Isekai Isekai
160,Theme::Military Military
17249,Theme::Idols (Female) Idols (Female)
17249,Theme::Music Music
33520,Action Action
33520,Fantasy Fantasy
33520,Horror Horror
33520,Suspense Suspense
33520,Theme::Gore Gore
33520,Theme::Historical Historical
33520,Theme::Survival Survival
38373,Theme::Mecha Mecha
38373,Theme::Military Military
38373,Theme::Music Music
38373,Theme::Space Space
40416,Action Action
40416,Fantasy Fantasy
40416,Sci-Fi Sci-Fi
2985,Comedy Comedy
2985,Mystery Mystery
2985,Supernatural Supernatural
2985,Theme::Detective Detective
2985,Theme::Mythology Mythology
2985,Demographic::Shounen Shounen
22125,Comedy Comedy
22125,Sports Sports
22125,Theme::School School
22125,Theme::Team Sports Team Sports
22125,Demographic::Shounen Shounen
1289,Comedy Comedy
1289,Sci-Fi Sci-Fi
1289,Theme::Adult Cast Adult Cast
1289,Theme::Mecha Mecha
1289,Theme::Workplace Workplace
33519,Action Action
33519,Fantasy Fantasy
33519,Horror Horror
33519,Suspense Suspense
33519,Theme::Gore Gore
33519,Theme::Historical Historical
33519,Theme::Survival Survival
1008,Comedy Comedy
1008,Drama Drama
1008,Romance Romance
1008,Demographic::Shounen Shounen
53590,Adventure Adventure
53590,Fantasy Fantasy
53590,Theme::Crossdressing Crossdressing
53590,Theme::Isekai Isekai
53590,Theme::Reincarnation Reincarnation
10389,Award Winning Award Winning
10389,Drama Drama
10389,Supernatural Supernatural
41471,Theme::CGDCT CGDCT
41471,Theme::School School
9751,Action Action
9751,Sci-Fi Sci-Fi
9751,Ecchi Ecchi
36474,Action Action
36474,Adventure Adventure
36474,Fantasy Fantasy
15731,Theme::CGDCT CGDCT
15731,Theme::Iyashikei Iyashikei
22101,Adventure Adventure
22101,Fantasy Fantasy
22101,Romance Romance
22101,Demographic::Shoujo Shoujo
36470,Comedy Comedy
36470,Romance Romance
36470,Theme::School School
36470,Theme::Visual Arts Visual Arts
1699,Drama Drama
1699,Fantasy Fantasy
1699,Romance Romance
43609,Comedy Comedy
43609,Romance Romance
43609,Ecchi Ecchi
43609,Demographic::Seinen Seinen
55684,Action Action
55684,Adventure Adventure
55684,Fantasy Fantasy
55684,Theme::Historical Historical
55684,Theme::Martial Arts Martial Arts
58448,Action Action
58448,Adventure Adventure
58448,Fantasy Fantasy
58448,Theme::Historical Historical
58448,Theme::Martial Arts Martial Arts
37341,Theme::CGDCT CGDCT
37341,Theme::Iyashikei Iyashikei
5751,Demographic::Shounen Shounen
53865,Action Action
53865,Comedy Comedy
53865,Demographic::Shounen Shounen
48405,Demographic::Shounen Shounen
24151,Theme::Love Polygon Love Polygon
24151,Theme::School School
24151,Demographic::Shoujo Shoujo
969,Action Action
969,Adventure Adventure
969,Drama Drama
969,Fantasy Fantasy
969,Romance Romance
969,Demographic::Shounen Shounen
37869,Theme::CGDCT CGDCT
37869,Theme::Music Music
37869,Theme::School School
39495,Demographic::Shounen Shounen
6702,Action Action
6702,Adventure Adventure
6702,Fantasy Fantasy
6702,Demographic::Shounen Shounen
11737,Action Action
11737,Supernatural Supernatural
11737,Theme::Mythology Mythology
11737,Theme::School School
11737,Demographic::Shounen Shounen
22583,Theme::Adult Cast Adult Cast
22583,Theme::Space Space
22583,Demographic::Seinen Seinen
53148,Theme::Adult Cast Adult Cast
53148,Theme::Gag Humor Gag Humor
53148,Theme::Organized Crime Organized Crime
106,Drama Drama
106,Romance Romance
106,Theme::Love Polygon Love Polygon
106,Theme::School School
106,Demographic::Shoujo Shoujo
4596,Theme::Mecha Mecha
4596,Theme::Military Military
4596,Theme::School School
4596,Theme::Super Power Super Power
37958,Comedy Comedy
37958,Supernatural Supernatural
41433,Action Action
41433,Sci-Fi Sci-Fi
41433,Suspense Suspense
41433,Theme::Adult Cast Adult Cast
41433,Theme::Gore Gore
1356,Action Action
1356,Drama Drama
1356,Sci-Fi Sci-Fi
1356,Theme::Gore Gore
1356,Theme::Martial Arts Martial Arts
1356,Theme::Super Power Super Power
1356,Demographic::Shounen Shounen
37109,Fantasy Fantasy
37109,Slice of Life Slice of Life
37109,Demographic::Seinen Seinen
2229,Action Action
2229,Adventure Adventure
2229,Fantasy Fantasy
2229,Demographic::Shounen Shounen
30778,Action Action
30778,Adventure Adventure
30778,Fantasy Fantasy
30778,Demographic::Shounen Shounen
9201,Comedy Comedy
9201,Sports Sports
9201,Ecchi Ecchi
9201,Theme::Delinquents Delinquents
9201,Theme::School School
9201,Demographic::Shounen Shounen
132,Action Action
132,Mystery Mystery
132,Supernatural Supernatural
132,Demographic::Shounen Shounen
31931,Theme::Mecha Mecha
31931,Theme::Military Military
7647,Comedy Comedy
7647,Romance Romance
7647,Demographic::Seinen Seinen
4725,Action Action
4725,Supernatural Supernatural
4725,Suspense Suspense
4725,Theme::Gore Gore
4725,Theme::Super Power Super Power
4725,Demographic::Shounen Shounen
10350,Action Action
10350,Drama Drama
10350,Fantasy Fantasy
10350,Demographic::Josei Josei
39585,Award Winning Award Winning
39585,Comedy Comedy
39585,Drama Drama
452,Action Action
452,Adventure Adventure
452,Fantasy Fantasy
452,Romance Romance
452,Theme::Historical Historical
452,Theme::Mythology Mythology
452,Theme::Time Travel Time Travel
452,Demographic::Shounen Shounen
40571,Adventure Adventure
40571,Fantasy Fantasy
50695,Demographic::Seinen Seinen
2593,Action Action
2593,Fantasy Fantasy
2593,Mystery Mystery
2593,Suspense Suspense
40221,Action Action
40221,Adventure Adventure
40221,Drama Drama
40221,Fantasy Fantasy
40221,Mystery Mystery
40936,Comedy Comedy
40936,Romance Romance
54744,Comedy Comedy
54744,Romance Romance
31765,Action Action
31765,Adventure Adventure
31765,Sci-Fi Sci-Fi
48438,Drama Drama
48438,Fantasy Fantasy
48438,Theme::Mythology Mythology
48438,Theme::Urban Fantasy Urban Fantasy
48438,Demographic::Shounen Shounen
56662,Demographic::Seinen Seinen
29854,Action Action
29854,Adventure Adventure
29854,Supernatural Supernatural
29854,Demographic::Shounen Shounen
40389,Action Action
40389,Drama Drama
40389,Sci-Fi Sci-Fi
40389,Theme::Adult Cast Adult Cast
40389,Theme::Military Military
40389,Theme::Space Space
7762,Comedy Comedy
7762,Supernatural Supernatural
7762,Theme::Gag Humor Gag Humor
7762,Theme::Mythology Mythology
7762,Demographic::Seinen Seinen
41409,Action Action
41409,Drama Drama
41409,Fantasy Fantasy
41409,Theme::Historical Historical
41409,Theme::Martial Arts Martial Arts
1095,Theme::Adult Cast Adult Cast
1095,Theme::Mecha Mecha
1095,Theme::Military Military
10495,Award Winning Award Winning
10495,Comedy Comedy
10495,Girls Love Girls Love
10495,Theme::CGDCT CGDCT
10495,Theme::Gag Humor Gag Humor
10495,Theme::School School
46,Theme::Historical Historical
46,Theme::Samurai Samurai
46,Demographic::Shounen Shounen
34561,Action Action
34561,Fantasy Fantasy
5507,Action Action
5507,Romance Romance
57487,Demographic::Shounen Shounen
25801,Theme::Adult Cast Adult Cast
25801,Theme::Love Polygon Love Polygon
25801,Theme::Performing Arts Performing Arts
25801,Demographic::Josei Josei
55454,Action Action
55454,Drama Drama
55454,Fantasy Fantasy
55454,Theme::Gore Gore
55454,Theme::Mythology Mythology
55454,Demographic::Seinen Seinen
41061,Theme::CGDCT CGDCT
41061,Theme::Iyashikei Iyashikei
34547,Adventure Adventure
34547,Drama Drama
34547,Theme::Historical Historical
34547,Theme::Military Military
34547,Demographic::Shounen Shounen
7303,Adventure Adventure
7303,Comedy Comedy
7303,Mystery Mystery
7303,Demographic::Shounen Shounen
39355,Action Action
39355,Adventure Adventure
39355,Fantasy Fantasy
21435,Adventure Adventure
21435,Slice of Life Slice of Life
21435,Theme::CGDCT CGDCT
21435,Theme::Iyashikei Iyashikei
49759,Action Action
49759,Adventure Adventure
49759,Fantasy Fantasy
49759,Theme::Historical Historical
49759,Theme::Martial Arts Martial Arts
6046,Action Action
6046,Adventure Adventure
6046,Fantasy Fantasy
58855,Theme::CGDCT CGDCT
58855,Theme::Iyashikei Iyashikei
22819,Theme::Idols (Female) Idols (Female)
22819,Theme::Music Music
22819,Theme::School School
10717,Action Action
10717,Sci-Fi Sci-Fi
2558,Theme::Historical Historical
2558,Theme::School School
9062,Comedy Comedy
9062,Fantasy Fantasy
44067,Adventure Adventure
44067,Mystery Mystery
44067,Supernatural Supernatural
33253,Action Action
33253,Horror Horror
33253,Mystery Mystery
33253,Supernatural Supernatural
33253,Demographic::Seinen Seinen
1689,Drama Drama
1689,Romance Romance
13709,Action Action
13709,Adventure Adventure
13709,Theme::Gore Gore
13709,Theme::Samurai Samurai
3090,Comedy Comedy
3090,Romance Romance
3090,Supernatural Supernatural
3090,Demographic::Seinen Seinen
18671,Comedy Comedy
18671,Romance Romance
55071,Comedy Comedy
55071,Romance Romance
55071,Supernatural Supernatural
55071,Demographic::Shounen Shounen
9471,Theme::School School
9471,Theme::Super Power Super Power
30413,Demographic::Shounen Shounen
48779,Demographic::Seinen Seinen
11359,Action Action
11359,Comedy Comedy
11359,Fantasy Fantasy
11359,Sci-Fi Sci-Fi
11359,Demographic::Shounen Shounen
33672,Adventure Adventure
33672,Comedy Comedy
33672,Fantasy Fantasy
23251,Comedy Comedy
23251,Supernatural Supernatural
23251,Demographic::Shounen Shounen
6637,Mystery Mystery
6637,Romance Romance
6637,Sci-Fi Sci-Fi
6637,Suspense Suspense
6637,Theme::Adult Cast Adult Cast
6637,Theme::Psychological Psychological
6927,Mystery Mystery
6927,Romance Romance
6927,Sci-Fi Sci-Fi
6927,Suspense Suspense
6927,Theme::Adult Cast Adult Cast
6927,Theme::Psychological Psychological
9065,Action Action
9065,Drama Drama
9065,Supernatural Supernatural
9065,Theme::Historical Historical
9065,Theme::Samurai Samurai
9065,Demographic::Josei Josei
49573,Mystery Mystery
49573,Supernatural Supernatural
49573,Theme::Adult Cast Adult Cast
49573,Theme::Mythology Mythology
49573,Theme::Workplace Workplace
449,Action Action
449,Adventure Adventure
449,Fantasy Fantasy
449,Romance Romance
449,Theme::Historical Historical
449,Theme::Mythology Mythology
449,Theme::Time Travel Time Travel
449,Demographic::Shounen Shounen
51116,Drama Drama
51116,Fantasy Fantasy
51116,Mystery Mystery
2174,Action Action
2174,Adventure Adventure
2174,Romance Romance
2174,Demographic::Shounen Shounen
5096,Adventure Adventure
5096,Comedy Comedy
5096,Fantasy Fantasy
1567,Adventure Adventure
1567,Romance Romance
1567,Demographic::Shoujo Shoujo
59916,Action Action
59916,Adventure Adventure
59916,Fantasy Fantasy
59916,Theme::Historical Historical
59916,Theme::Martial Arts Martial Arts
37141,Theme::Anthropomorphic Anthropomorphic
37141,Theme::Educational Educational
37141,Theme::Medical Medical
37141,Demographic::Shounen Shounen
10935,Drama Drama
10935,Romance Romance
10935,Theme::Crossdressing Crossdressing
10935,Theme::School School
10935,Demographic::Seinen Seinen
32915,Action Action
32915,Mystery Mystery
32915,Supernatural Supernatural
18897,Comedy Comedy
18897,Romance Romance
18897,Theme::Harem Harem
18897,Theme::School School
18897,Demographic::Shounen Shounen
250,Action Action
250,Adventure Adventure
250,Comedy Comedy
250,Supernatural Supernatural
250,Demographic::Shounen Shounen
10161,Action Action
10161,Drama Drama
10161,Mystery Mystery
10161,Sci-Fi Sci-Fi
51815,Comedy Comedy
51815,Romance Romance
51815,Theme::Love Status Quo Love Status Quo
51815,Theme::School School
51815,Demographic::Seinen Seinen
51297,Action Action
51297,Fantasy Fantasy
51297,Demographic::Shounen Shounen
33091,Drama Drama
33091,Sci-Fi Sci-Fi
31953,Theme::Adult Cast Adult Cast
31953,Theme::CGDCT CGDCT
31953,Theme::Otaku Culture Otaku Culture
31953,Theme::Workplace Workplace
62419,Boys Love Boys Love
62419,Comedy Comedy
584,Adventure Adventure
584,Drama Drama
584,Sci-Fi Sci-Fi
22817,Demographic::Shounen Shounen
3466,Adventure Adventure
3466,Drama Drama
3466,Fantasy Fantasy
57217,Comedy Comedy
57217,Romance Romance
57217,Demographic::Shounen Shounen
51105,Action Action
51105,Fantasy Fantasy
51105,Sci-Fi Sci-Fi
36754,Drama Drama
36754,Fantasy Fantasy
36754,Gourmet Gourmet
36754,Romance Romance
36754,Theme::Adult Cast Adult Cast
36754,Theme::Mythology Mythology
3001,Comedy Comedy
3001,Gourmet Gourmet
3001,Supernatural Supernatural
3001,Demographic::Seinen Seinen
50590,Fantasy Fantasy
50590,Mystery Mystery
50590,Theme::Historical Historical
50590,Theme::Mythology Mythology
6050,Action Action
6050,Adventure Adventure
6050,Supernatural Supernatural
6050,Ecchi Ecchi
6050,Demographic::Shounen Shounen
340,Theme::Historical Historical
340,Theme::Martial Arts Martial Arts
340,Theme::Samurai Samurai
340,Demographic::Shounen Shounen
16239,Action Action
16239,Adventure Adventure
16239,Fantasy Fantasy
16239,Demographic::Shounen Shounen
34577,Action Action
34577,Adventure Adventure
34577,Fantasy Fantasy
34577,Demographic::Shounen Shounen
40351,Action Action
40351,Adventure Adventure
40351,Comedy Comedy
40351,Fantasy Fantasy
40351,Demographic::Kids Kids
32542,Theme::Gag Humor Gag Humor
32542,Theme::School School
32542,Demographic::Seinen Seinen
59846,Action Action
59846,Comedy Comedy
59846,Fantasy Fantasy
59846,Romance Romance
8190,Comedy Comedy
8190,Romance Romance
8190,Theme::Adult Cast Adult Cast
8190,Theme::Performing Arts Performing Arts
8190,Demographic::Josei Josei
40392,Theme::School School
40392,Theme::Showbiz Showbiz
40392,Theme::Visual Arts Visual Arts
40392,Demographic::Shounen Shounen
55818,Adventure Adventure
55818,Drama Drama
55818,Fantasy Fantasy
55818,Ecchi Ecchi
55818,Theme::Isekai Isekai
55818,Theme::Reincarnation Reincarnation
5162,Theme::CGDCT CGDCT
5162,Theme::School School
5162,Demographic::Seinen Seinen
23321,Action Action
23321,Adventure Adventure
23321,Fantasy Fantasy
23321,Theme::Adult Cast Adult Cast
23321,Theme::Video Game Video Game
60946,Adventure Adventure
60946,Fantasy Fantasy
60946,Demographic::Kids Kids
8675,Theme::Gag Humor Gag Humor
8675,Theme::School School
8675,Demographic::Shounen Shounen
55528,Comedy Comedy
55528,Sci-Fi Sci-Fi
55528,Theme::Adult Cast Adult Cast
55528,Theme::Mecha Mecha
55528,Theme::Military Military
55528,Theme::Parody Parody
9745,Action Action
9745,Fantasy Fantasy
9745,Theme::Historical Historical
9745,Theme::Martial Arts Martial Arts
9745,Theme::Samurai Samurai
16241,Comedy Comedy
16241,Supernatural Supernatural
16241,Theme::Gag Humor Gag Humor
16241,Theme::Mythology Mythology
16241,Demographic::Seinen Seinen
2787,Action Action
2787,Drama Drama
2787,Fantasy Fantasy
2787,Romance Romance
2787,Theme::School School
2787,Theme::Urban Fantasy Urban Fantasy
51358,Drama Drama
51358,Sci-Fi Sci-Fi
51358,Demographic::Seinen Seinen
33350,Action Action
33350,Supernatural Supernatural
1240,Demographic::Shoujo Shoujo
43299,Drama Drama
43299,Supernatural Supernatural
43299,Suspense Suspense
39538,Comedy Comedy
39538,Fantasy Fantasy
39538,Demographic::Seinen Seinen
129,Action Action
129,Adventure Adventure
129,Drama Drama
129,Fantasy Fantasy
129,Demographic::Shounen Shounen
304,Comedy Comedy
304,Romance Romance
304,Supernatural Supernatural
304,Demographic::Seinen Seinen
59619,Theme::Adult Cast Adult Cast
59619,Theme::Pets Pets
59619,Demographic::Seinen Seinen
1650,Action Action
1650,Adventure Adventure
1650,Award Winning Award Winning
1650,Drama Drama
1650,Sci-Fi Sci-Fi
1650,Theme::Adult Cast Adult Cast
1650,Theme::Military Military
1650,Theme::Space Space
67,Action Action
67,Drama Drama
67,Romance Romance
67,Theme::Adult Cast Adult Cast
67,Theme::Gore Gore
67,Theme::Historical Historical
67,Theme::Martial Arts Martial Arts
67,Theme::Samurai Samurai
67,Demographic::Seinen Seinen
2214,Action Action
2214,Drama Drama
2214,Demographic::Shounen Shounen
17,Demographic::Shounen Shounen
880,Comedy Comedy
880,Romance Romance
880,Supernatural Supernatural
880,Demographic::Seinen Seinen
54865,Demographic::Shounen Shounen
28121,Action Action
28121,Adventure Adventure
28121,Fantasy Fantasy
49613,Action Action
49613,Adventure Adventure
49613,Fantasy Fantasy
38410,Action Action
38410,Comedy Comedy
38410,Drama Drama
38410,Mystery Mystery
38410,Romance Romance
38410,Theme::Martial Arts Martial Arts
38410,Theme::Super Power Super Power
48707,Theme::Adult Cast Adult Cast
48707,Theme::Gag Humor Gag Humor
48707,Theme::Organized Crime Organized Crime
39555,Theme::Combat Sports Combat Sports
39555,Theme::Gore Gore
39555,Demographic::Shounen Shounen
28539,Action Action
28539,Fantasy Fantasy
32828,Gourmet Gourmet
32828,Slice of Life Slice of Life
32828,Theme::Childcare Childcare
32828,Theme::Iyashikei Iyashikei
32828,Demographic::Seinen Seinen
1301,Adventure Adventure
1301,Drama Drama
1301,Fantasy Fantasy
1301,Sci-Fi Sci-Fi
42351,Comedy Comedy
42351,Romance Romance
42351,Theme::Adult Cast Adult Cast
42351,Theme::Love Status Quo Love Status Quo
42351,Theme::Workplace Workplace
14131,Theme::CGDCT CGDCT
14131,Theme::Military Military
14131,Theme::School School
7661,Drama Drama
7661,Sports Sports
7661,Theme::Adult Cast Adult Cast
7661,Theme::Team Sports Team Sports
7661,Demographic::Seinen Seinen
56352,Theme::Time Travel Time Travel
56352,Theme::Villainess Villainess
47410,Demographic::Seinen Seinen
6624,Action Action
6624,Fantasy Fantasy
6624,Mystery Mystery
6624,Romance Romance
6624,Suspense Suspense
6372,Mystery Mystery
6372,Romance Romance
6372,Sci-Fi Sci-Fi
6372,Suspense Suspense
6372,Theme::Adult Cast Adult Cast
6372,Theme::Psychological Psychological
52308,Fantasy Fantasy
52308,Romance Romance
52308,Theme::Isekai Isekai
52308,Theme::Reincarnation Reincarnation
1418,Action Action
1418,Adventure Adventure
1418,Comedy Comedy
1418,Mystery Mystery
1418,Demographic::Seinen Seinen
41918,Action Action
41918,Fantasy Fantasy
35984,Action Action
35984,Comedy Comedy
35984,Drama Drama
3673,Action Action
3673,Adventure Adventure
3673,Mystery Mystery
3673,Demographic::Seinen Seinen
2012,Comedy Comedy
2012,Horror Horror
2012,Supernatural Supernatural
2012,Theme::Mythology Mythology
2012,Theme::School School
2012,Demographic::Shounen Shounen
708,Adventure Adventure
708,Sci-Fi Sci-Fi
37407,Fantasy Fantasy
37407,Mystery Mystery
37407,Sci-Fi Sci-Fi
51462,Fantasy Fantasy
51462,Slice of Life Slice of Life
11371,Demographic::Shounen Shounen
1557,Action Action
1557,Supernatural Supernatural
1557,Theme::Historical Historical
1557,Theme::Mythology Mythology
1557,Demographic::Shoujo Shoujo
50663,Theme::Gag Humor Gag Humor
50663,Theme::Parody Parody
9790,Comedy Comedy
9790,Romance Romance
9790,Sci-Fi Sci-Fi
9790,Supernatural Supernatural
9790,Ecchi Ecchi
9790,Demographic::Shounen Shounen
1372,Action Action
1372,Comedy Comedy
1372,Theme::Adult Cast Adult Cast
1372,Theme::Workplace Workplace
1372,Demographic::Seinen Seinen
23135,Theme::Idols (Female) Idols (Female)
23135,Theme::Music Music
23135,Theme::School School
15989,Theme::School School
15989,Theme::Strategy Game Strategy Game
567,Mystery Mystery
567,Sci-Fi Sci-Fi
567,Theme::Adult Cast Adult Cast
567,Theme::Mecha Mecha
567,Theme::Psychological Psychological
55740,Action Action
55740,Adventure Adventure
55740,Fantasy Fantasy
18139,Demographic::Seinen Seinen
1830,Action Action
1830,Comedy Comedy
1830,Drama Drama
1830,Fantasy Fantasy
34902,Comedy Comedy
34902,Romance Romance
34902,Demographic::Shounen Shounen
31711,Comedy Comedy
31711,Romance Romance
31711,Sci-Fi Sci-Fi
31711,Ecchi Ecchi
31711,Theme::Harem Harem
31711,Theme::School School
31711,Demographic::Shounen Shounen
6802,Sci-Fi Sci-Fi
6802,Slice of Life Slice of Life
6802,Theme::CGDCT CGDCT
6802,Theme::Iyashikei Iyashikei
6802,Theme::Military Military
6802,Theme::Music Music
34134,Action Action
34134,Comedy Comedy
34134,Theme::Adult Cast Adult Cast
34134,Theme::Parody Parody
34134,Theme::Super Power Super Power
34134,Demographic::Seinen Seinen
54726,Comedy Comedy
54726,Romance Romance
54726,Demographic::Seinen Seinen
37807,Action Action
37807,Mystery Mystery
38435,Action Action
38435,Adventure Adventure
38435,Fantasy Fantasy
38435,Romance Romance
50114,Action Action
50114,Adventure Adventure
50114,Fantasy Fantasy
50274,Action Action
50274,Adventure Adventure
50274,Fantasy Fantasy
50274,Romance Romance
28677,Comedy Comedy
28677,Mystery Mystery
28677,Romance Romance
28677,Supernatural Supernatural
28677,Theme::Harem Harem
28677,Theme::School School
28677,Demographic::Shounen Shounen
37996,Theme::Gag Humor Gag Humor
37996,Theme::School School
37996,Demographic::Seinen Seinen
8197,Sci-Fi Sci-Fi
8197,Slice of Life Slice of Life
8197,Theme::CGDCT CGDCT
8197,Theme::Iyashikei Iyashikei
8197,Theme::Military Military
8197,Theme::Music Music
2498,Theme::School School
2498,Theme::Team Sports Team Sports
2498,Demographic::Shounen Shounen
8369,Adventure Adventure
8369,Comedy Comedy
8369,Sci-Fi Sci-Fi
8369,Demographic::Seinen Seinen
28771,Demographic::Shounen Shounen
36480,Action Action
36480,Adventure Adventure
36480,Comedy Comedy
36480,Fantasy Fantasy
36480,Theme::Adult Cast Adult Cast
36480,Theme::Gore Gore
36480,Theme::Historical Historical
36480,Theme::Isekai Isekai
36480,Theme::Military Military
36480,Theme::Samurai Samurai
36480,Demographic::Seinen Seinen
31552,Action Action
31552,Mystery Mystery
31552,Supernatural Supernatural
40861,Action Action
40861,Adventure Adventure
40861,Comedy Comedy
40861,Fantasy Fantasy
40861,Demographic::Kids Kids
56165,Comedy Comedy
56165,Sports Sports
56165,Theme::School School
56165,Theme::Team Sports Team Sports
56165,Demographic::Shounen Shounen
32681,Action Action
32681,Adventure Adventure
32681,Comedy Comedy
32681,Sci-Fi Sci-Fi
32681,Theme::Parody Parody
32681,Theme::Space Space
56196,Theme::School School
56196,Theme::Super Power Super Power
56196,Demographic::Shounen Shounen
