character_id,person_id,language
833,834,Japanese
836,837,Japanese
838,839,Japanese
4616,296,Japanese
3163,3164,Japanese
15707,4664,Japanese
15708,1949,Japanese
15709,1222,Japanese
15710,2440,Japanese
10844,349,Japanese
12409,1328,Japanese
15711,558,Japanese
2853,13089,Japanese
15712,1466,Japanese
15713,173,Japanese
13029,4398,Japanese
13030,3216,Japanese
13031,1728,Japanese
13032,3223,Japanese
13033,6488,Japanese
13034,7686,Japanese
13035,13036,Japanese
15714,15715,Japanese
5212,1451,Japanese
15716,4020,Japanese
12212,3146,Japanese
12213,11,Japanese
11174,2668,Japanese
12211,1398,Japanese
4831,4832,Japanese
9672,523,Japanese
12216,5892,Japanese
12214,168,Japanese
12217,1769,Japanese
12218,1196,Japanese
13305,1972,Japanese
13307,2086,Japanese
13311,146,Japanese
13313,5064,Japanese
15717,5064,Japanese
13306,1972,Japanese
13309,2903,Japanese
13310,1474,Japanese
13308,2086,Japanese
13312,52,Japanese
10335,432,Japanese
10336,77,Japanese
15719,992,Japanese
10337,2594,Japanese
10338,303,Japanese
10339,52,Japanese
10343,2391,Japanese
15720,900,Japanese
15721,4664,Japanese
15722,374,Japanese
15723,184,Japanese
15724,15668,Japanese
15725,12739,Japanese
15726,900,Japanese
15727,56,Japanese
15728,54,Japanese
15729,843,Japanese
15730,1244,Japanese
15731,15732,Japanese
15733,471,Japanese
15734,268,Japanese
15735,351,Japanese
15736,15737,Japanese
15738,877,Japanese
15739,15740,Japanese
15741,54,Japanese
12715,1693,Japanese
15742,9210,Japanese
15744,374,Japanese
15745,1012,Japanese
15746,1483,Japanese
14423,1591,Japanese
15747,8023,Japanese
15748,1464,Japanese
15749,2367,Japanese
228,54,Japanese
14424,10799,Japanese
15750,900,Japanese
15751,3135,Japanese
15752,182,Japanese
15753,6672,Japanese
15754,660,Japanese
7275,15755,Japanese
15756,4594,Japanese
15757,450,Japanese
14696,11,Japanese
14697,27,Japanese
15760,177,Japanese
14699,1398,Japanese
14700,253,Japanese
14701,711,Japanese
14702,1563,Japanese
14703,305,Japanese
14698,503,Japanese
14704,737,Japanese
15761,8607,Japanese
15762,7144,Japanese
15763,15764,Japanese
15765,15766,Japanese
15767,54,Japanese
15768,15769,Japanese
15770,883,Japanese
15771,3240,Japanese
15772,4891,Japanese
15773,443,Japanese
8718,4158,Japanese
9073,4410,Japanese
15774,4740,Japanese
8719,2251,Japanese
9074,292,Japanese
8720,3354,Japanese
15775,1177,Japanese
8721,246,Japanese
15776,294,Japanese
15777,11661,Japanese
15780,290,Japanese
15781,1571,Japanese
15782,434,Japanese
15783,1324,Japanese
15784,2832,Japanese
15785,711,Japanese
15786,2315,Japanese
15787,156,Japanese
15788,4992,Japanese
14253,140,Japanese
14254,777,Japanese
14255,3146,Japanese
14256,5890,Japanese
14257,349,Japanese
14258,834,Japanese
14259,3585,Japanese
14261,166,Japanese
9524,351,Japanese
5517,1466,Japanese
3800,166,Japanese
15791,294,Japanese
15792,1760,Japanese
15793,4011,Japanese
15794,15795,Japanese
15796,13,Japanese
15797,544,Japanese
15798,229,Japanese
15799,777,Japanese
14124,75,Japanese
12963,664,Japanese
14125,140,Japanese
14122,1328,Japanese
14126,775,Japanese
14691,152,Japanese
14692,17,Japanese
9048,14228,Japanese
3772,11,Japanese
15804,3177,Japanese
7097,79,Japanese
7098,7099,Japanese
7100,1025,Japanese
7101,2204,Japanese
7102,4664,Japanese
7103,1234,Japanese
7104,5878,Japanese
7105,7106,Japanese
7107,7108,Japanese
7109,1738,Japanese
3209,3210,Japanese
3213,3214,Japanese
15814,9401,Japanese
3594,399,Japanese
5562,2607,Japanese
15815,816,Japanese
3589,3590,Japanese
3591,454,Japanese
3592,660,Japanese
15816,15817,Japanese
15818,503,Japanese
15819,150,Japanese
15820,14299,Japanese
15821,2525,Japanese
15822,1531,Japanese
15823,684,Japanese
15824,158,Japanese
11668,15825,Japanese
15826,15827,Japanese
15828,4939,Japanese
14183,69,Japanese
14184,830,Japanese
4871,8,Japanese
10003,110,Japanese
14185,2358,Japanese
13890,3585,Japanese
15829,276,Japanese
1098,2315,Japanese
13600,642,Japanese
3794,184,Japanese
12035,5436,Japanese
12036,7821,Japanese
12037,3417,Japanese
12038,1754,Japanese
12040,12041,Japanese
12042,701,Japanese
12044,1542,Japanese
12043,96,Japanese
15831,5804,Japanese
15832,1345,Japanese
931,1723,Japanese
933,182,Japanese
935,1724,Japanese
937,1028,Japanese
939,1725,Japanese
940,382,Japanese
942,819,Japanese
944,1727,Japanese
945,1728,Japanese
946,399,Japanese
15117,868,Japanese
15118,430,Japanese
15119,2482,Japanese
15126,2749,Japanese
15835,256,Japanese
15121,499,Japanese
15123,471,Japanese
15124,5165,Japanese
15125,1769,Japanese
15836,21,Japanese
1626,1505,Japanese
1631,726,Japanese
1627,1628,Japanese
1632,1025,Japanese
1629,15,Japanese
1634,23,Japanese
1636,724,Japanese
1779,452,Japanese
2967,523,Japanese
7000,5339,Japanese
15838,868,Japanese
15839,15840,Japanese
15841,5787,Japanese
15842,166,Japanese
15843,1490,Japanese
15845,2001,Japanese
15846,351,Japanese
15847,184,Japanese
15848,499,Japanese
15850,7343,Japanese
15851,1288,Japanese
15852,14113,Japanese
15853,2251,Japanese
7414,8126,Japanese
15854,15855,Japanese
15856,5963,Japanese
15857,15858,Japanese
15859,15860,Japanese
15861,724,Japanese
15862,2279,Japanese
15863,166,Japanese
15864,15865,Japanese
15866,425,Japanese
15867,10895,Japanese
15868,2668,Japanese
15869,184,Japanese
15870,253,Japanese
15871,4121,Japanese
15872,75,Japanese
9249,450,Japanese
9250,171,Japanese
9251,1155,Japanese
9252,100,Japanese
9253,9254,Japanese
9255,54,Japanese
9256,834,Japanese
9257,67,Japanese
11728,110,Japanese
9258,3419,Japanese
14317,256,Japanese
14318,6871,Japanese
14319,12187,Japanese
14320,3354,Japanese
14805,253,Japanese
14753,4296,Japanese
14754,1725,Japanese
14755,4098,Japanese
14756,454,Japanese
15877,5305,Japanese
7660,1693,Japanese
7661,1083,Japanese
7662,4266,Japanese
7663,2139,Japanese
7664,6990,Japanese
7665,5623,Japanese
7666,830,Japanese
7667,834,Japanese
7669,15879,Japanese
15880,4490,Japanese
3683,21,Japanese
3684,3685,Japanese
3686,3210,Japanese
3687,186,Japanese
3688,3571,Japanese
3689,684,Japanese
3690,3691,Japanese
3692,3693,Japanese
3694,3695,Japanese
3696,2943,Japanese
15885,108,Japanese
15886,1828,Japanese
15887,1451,Japanese
15888,2528,Japanese
15889,647,Japanese
15890,4020,Japanese
15891,2143,Japanese
15892,730,Japanese
15893,13134,Japanese
15894,1170,Japanese
12152,2132,Japanese
12153,154,Japanese
12154,75,Japanese
12155,1483,Japanese
12156,550,Japanese
9887,142,Japanese
12157,56,Japanese
12158,1464,Japanese
12160,1882,Japanese
12159,2139,Japanese
9585,6332,Japanese
9586,2315,Japanese
9587,1264,Japanese
9588,430,Japanese
15910,865,Japanese
15911,409,Japanese
15912,645,Japanese
15913,7312,Japanese
15914,15915,Japanese
15916,6871,Japanese
15917,3125,Japanese
15918,8001,Japanese
15919,8916,Japanese
15920,15921,Japanese
7720,992,Japanese
7721,432,Japanese
7722,52,Japanese
7723,1234,Japanese
7724,558,Japanese
7725,4042,Japanese
7726,1374,Japanese
7728,349,Japanese
7727,2442,Japanese
7729,473,Japanese
5959,341,Japanese
5960,5961,Japanese
15922,1096,Japanese
5964,775,Japanese
4002,403,Japanese
15923,15924,Japanese
15926,305,Japanese
15927,15928,Japanese
15929,11305,Japanese
14203,15930,Japanese
15931,12133,Japanese
15932,4939,Japanese
15933,550,Japanese
15934,3564,Japanese
15935,15280,Japanese
15936,4955,Japanese
5728,52,Japanese
5729,1361,Japanese
5730,290,Japanese
5731,2574,Japanese
5732,5163,Japanese
5737,2916,Japanese
15939,256,Japanese
15945,1032,Japanese
15946,6059,Japanese
15947,15948,Japanese
6256,7108,Japanese
15949,15950,Japanese
15951,15952,Japanese
15953,15954,Japanese
15955,15956,Japanese
15957,5751,Japanese
15958,11355,Japanese
15962,432,Japanese
7611,2012,Japanese
15963,15964,Japanese
15965,8,Japanese
15966,266,Japanese
15967,2112,Japanese
15968,1490,Japanese
6955,100,Japanese
6956,83,Japanese
6960,4490,Japanese
6959,1893,Japanese
6966,471,Japanese
15972,503,Japanese
15973,152,Japanese
15978,2012,Japanese
15979,8,Japanese
15980,278,Japanese
15981,276,Japanese
15982,54,Japanese
15983,23,Japanese
15984,15985,Japanese
15986,548,Japanese
15987,982,Japanese
15988,4327,Japanese
15991,15992,Japanese
15993,5256,Japanese
15994,11,Japanese
15995,11816,Japanese
15996,834,Japanese
15997,21,Japanese
16000,1157,Japanese
16001,766,Japanese
16002,3652,Japanese
16003,173,Japanese
16004,16005,Japanese
16006,624,Japanese
16007,14336,Japanese
16008,1760,Japanese
16009,2108,Japanese
16010,16011,Japanese
16015,471,Japanese
9524,1398,Japanese
16016,276,Japanese
16017,168,Japanese
16018,563,Japanese
16019,1196,Japanese
16020,868,Japanese
16021,566,Japanese
16022,1199,Japanese
16023,294,Japanese
16026,10496,Japanese
16027,16028,Japanese
16029,3725,Japanese
16032,9741,Japanese
16033,11014,Japanese
16034,12338,Japanese
16035,328,Japanese
16036,5250,Japanese
3209,3210,Japanese
4201,85,Japanese
16037,4123,Japanese
3213,3214,Japanese
8769,3210,Japanese
10149,730,Japanese
16038,16039,Japanese
16040,6861,Japanese
14824,16041,Japanese
767,2288,Japanese
16042,10799,Japanese
16043,9337,Japanese
16044,8848,Japanese
16045,4299,Japanese
16046,4301,Japanese
16047,1628,Japanese
16048,6059,Japanese
16049,1331,Japanese
16050,4301,Japanese
16051,334,Japanese
16052,290,Japanese
16053,2832,Japanese
16054,148,Japanese
16055,296,Japanese
16056,184,Japanese
16057,4614,Japanese
16058,8,Japanese
16059,8581,Japanese
16060,17,Japanese
16061,16062,Japanese
13065,356,Japanese
13066,349,Japanese
13067,110,Japanese
13068,351,Japanese
13069,100,Japanese
13070,607,Japanese
13071,2060,Japanese
13072,266,Japanese
13073,3585,Japanese
13074,296,Japanese
16064,246,Japanese
16065,1170,Japanese
16066,1192,Japanese
16067,523,Japanese
16068,10221,Japanese
16069,1781,Japanese
16070,11012,Japanese
16071,16072,Japanese
16073,3177,Japanese
16074,2607,Japanese
7,8,Japanese
10,11,Japanese
12,13,Japanese
16076,1843,Japanese
14,15,Japanese
16,17,Japanese
18,19,Japanese
22,23,Japanese
2107,2108,Japanese
3296,75,Japanese
4875,40,Japanese
16078,992,Japanese
1208,1490,Japanese
16079,2394,Japanese
13714,2903,Japanese
4870,642,Japanese
16080,6059,Japanese
16081,2972,Japanese
16082,795,Japanese
16084,16085,Japanese
16086,15992,Japanese
16087,69,Japanese
16089,4342,Japanese
16090,532,Japanese
16091,932,Japanese
16092,5037,Japanese
16094,81,Japanese
9713,179,Japanese
10842,290,Japanese
16096,154,Japanese
16097,73,Japanese
9606,550,Japanese
16098,15,Japanese
10841,9999,Japanese
16099,495,Japanese
16100,622,Japanese
10847,276,Japanese
11956,11957,Japanese
11958,44,Japanese
11959,919,Japanese
11960,11790,Japanese
11961,11962,Japanese
11963,11964,Japanese
11965,3843,Japanese
11966,11296,Japanese
11969,11970,Japanese
16108,14244,Japanese
15375,75,Japanese
15376,150,Japanese
15378,570,Japanese
15377,2647,Japanese
15383,2502,Japanese
15379,11,Japanese
15380,523,Japanese
15381,294,Japanese
15382,85,Japanese
15384,3015,Japanese
13796,841,Japanese
13797,1234,Japanese
13798,13799,Japanese
13800,1464,Japanese
13801,11406,Japanese
13802,2570,Japanese
13803,558,Japanese
13804,3315,Japanese
13805,2442,Japanese
13806,525,Japanese
12508,146,Japanese
12509,501,Japanese
12510,1328,Japanese
12511,148,Japanese
12512,11201,Japanese
12513,2251,Japanese
12514,1264,Japanese
12516,1390,Japanese
12517,1738,Japanese
16113,13568,Japanese
3209,3210,Japanese
4202,320,Japanese
4573,1505,Japanese
3211,726,Japanese
3213,3214,Japanese
5562,2607,Japanese
3589,3590,Japanese
3591,454,Japanese
3592,660,Japanese
16114,2899,Japanese
10291,405,Japanese
16115,2313,Japanese
16116,1717,Japanese
16117,1664,Japanese
16118,290,Japanese
7357,69,Japanese
10294,79,Japanese
10292,384,Japanese
10293,1738,Japanese
10297,10298,Japanese
13209,3585,Japanese
13210,142,Japanese
2084,290,Japanese
8761,278,Japanese
13211,13212,Japanese
13213,266,Japanese
13214,843,Japanese
7586,550,Japanese
13215,753,Japanese
13216,79,Japanese
4923,1028,Japanese
4930,4931,Japanese
4932,4933,Japanese
4924,4925,Japanese
4934,4935,Japanese
4926,570,Japanese
4936,4937,Japanese
4927,1502,Japanese
4938,8943,Japanese
4928,4929,Japanese
16121,701,Japanese
16122,6537,Japanese
16123,1390,Japanese
16124,523,Japanese
16125,16126,Japanese
16127,2916,Japanese
16128,2751,Japanese
16129,54,Japanese
16130,16131,Japanese
16132,365,Japanese
7386,17,Japanese
14684,2916,Japanese
14689,171,Japanese
14686,10218,Japanese
14687,382,Japanese
14688,21,Japanese
14685,523,Japanese
14690,9401,Japanese
7382,322,Japanese
7384,1936,Japanese
16133,140,Japanese
16134,3571,Japanese
16135,3744,Japanese
16136,14556,Japanese
16137,9210,Japanese
16140,11945,Japanese
16141,877,Japanese
16142,3094,Japanese
16143,620,Japanese
16144,3599,Japanese
16145,645,Japanese
16146,67,Japanese
16147,450,Japanese
16148,16149,Japanese
16150,1453,Japanese
16155,16156,Japanese
16157,276,Japanese
16158,4662,Japanese
16159,40,Japanese
16160,469,Japanese
16161,5155,Japanese
16162,629,Japanese
16163,16164,Japanese
16165,4011,Japanese
16166,15795,Japanese
14317,256,Japanese
14318,6871,Japanese
14319,12187,Japanese
14320,3354,Japanese
14322,3685,Japanese
14754,1725,Japanese
14755,4098,Japanese
14756,454,Japanese
16167,10236,Japanese
16168,7686,Japanese
2971,2972,Japanese
2973,2749,Japanese
2974,296,Japanese
2975,751,Japanese
2976,2783,Japanese
2979,220,Japanese
5463,224,Japanese
2980,941,Japanese
2981,2184,Japanese
2982,1648,Japanese
6670,843,Japanese
16174,525,Japanese
1100,1422,Japanese
16175,1205,Japanese
16176,2751,Japanese
16177,642,Japanese
16178,307,Japanese
16179,276,Japanese
16180,253,Japanese
16181,6990,Japanese
6943,100,Japanese
6944,290,Japanese
6947,140,Japanese
5660,2832,Japanese
6948,1390,Japanese
6949,1328,Japanese
6945,450,Japanese
6950,471,Japanese
6951,1155,Japanese
6952,17,Japanese
12168,8347,Japanese
12174,150,Japanese
16182,3354,Japanese
16183,253,Japanese
16184,106,Japanese
16185,16186,Japanese
16187,660,Japanese
16191,1764,Japanese
16192,758,Japanese
15528,148,Japanese
16193,166,Japanese
16194,1363,Japanese
15529,246,Japanese
16195,154,Japanese
16197,2668,Japanese
16198,760,Japanese
11020,607,Japanese
11021,1053,Japanese
11022,877,Japanese
11023,140,Japanese
11024,434,Japanese
11025,5506,Japanese
11026,148,Japanese
11027,296,Japanese
11028,432,Japanese
11029,421,Japanese
446,447,Japanese
448,17,Japanese
449,450,Japanese
451,452,Japanese
453,454,Japanese
455,456,Japanese
457,85,Japanese
981,982,Japanese
983,984,Japanese
16200,523,Japanese
12904,12905,Japanese
12906,6332,Japanese
12907,10956,Japanese
16201,16202,Japanese
16203,2423,Japanese
16204,5623,Japanese
16205,1954,Japanese
16206,16207,Japanese
16208,12739,Japanese
16209,16210,Japanese
13974,16213,Japanese
13977,1483,Japanese
13978,67,Japanese
16214,12187,Japanese
13975,443,Japanese
13976,2668,Japanese
13980,54,Japanese
13981,3548,Japanese
16215,2502,Japanese
13982,16216,Japanese
7763,1511,Japanese
7764,73,Japanese
7765,7766,Japanese
16218,16219,Japanese
16222,992,Japanese
16223,3417,Japanese
16224,471,Japanese
16225,278,Japanese
16226,2749,Japanese
16227,841,Japanese
16228,2783,Japanese
16229,4841,Japanese
16230,44,Japanese
1937,1390,Japanese
14125,1957,Japanese
16234,2358,Japanese
16235,982,Japanese
16236,877,Japanese
10186,186,Japanese
16238,104,Japanese
16240,775,Japanese
16243,1992,Japanese
16244,642,Japanese
16245,100,Japanese
16246,2367,Japanese
16247,2315,Japanese
16248,883,Japanese
1276,1181,Japanese
16249,16250,Japanese
16251,16252,Japanese
9818,2652,Japanese
1831,495,Japanese
1200,1201,Japanese
16255,563,Japanese
7733,307,Japanese
1195,1196,Japanese
1197,173,Japanese
1198,1199,Japanese
1202,1203,Japanese
7735,1398,Japanese
16256,711,Japanese
16258,3177,Japanese
16259,11208,Japanese
16260,2288,Japanese
16261,2835,Japanese
16263,1025,Japanese
16264,244,Japanese
16265,21,Japanese
16266,1192,Japanese
4831,4832,Japanese
16267,8742,Japanese
16268,660,Japanese
16269,182,Japanese
16270,6182,Japanese
16271,660,Japanese
16273,1760,Japanese
16274,100,Japanese
16275,711,Japanese
16276,5739,Japanese
16277,1735,Japanese
16278,865,Japanese
16279,6439,Japanese
16280,1096,Japanese
16281,2315,Japanese
16282,2213,Japanese
16283,324,Japanese
16284,318,Japanese
16285,2989,Japanese
16286,2941,Japanese
16287,447,Japanese
16288,775,Japanese
16289,4067,Japanese
16290,682,Japanese
16291,810,Japanese
16292,3135,Japanese
16294,16295,Japanese
16296,12357,Japanese
15966,2440,Japanese
7611,9210,Japanese
16298,15407,Japanese
16300,104,Japanese
16301,16302,Japanese
16305,349,Japanese
16306,79,Japanese
16307,296,Japanese
16308,142,Japanese
16309,425,Japanese
16310,17,Japanese
16311,270,Japanese
16312,12338,Japanese
16313,3571,Japanese
16314,16315,Japanese
16317,645,Japanese
16318,13284,Japanese
16319,7556,Japanese
16320,1025,Japanese
16322,4020,Japanese
16324,7677,Japanese
16325,1028,Japanese
16326,7406,Japanese
14724,919,Japanese
14725,270,Japanese
14726,1974,Japanese
14727,2430,Japanese
14728,307,Japanese
14729,5145,Japanese
14730,2855,Japanese
14731,407,Japanese
16328,25,Japanese
14732,2783,Japanese
11088,110,Japanese
11089,843,Japanese
11090,356,Japanese
11091,56,Japanese
11092,11093,Japanese
11095,10022,Japanese
16329,10022,Japanese
16330,11093,Japanese
7829,12187,Japanese
7830,2394,Japanese
7832,10835,Japanese
7833,16332,Japanese
7834,1451,Japanese
7836,16333,Japanese
7837,2945,Japanese
7838,1646,Japanese
16334,1492,Japanese
16335,73,Japanese
16336,5145,Japanese
16337,154,Japanese
16338,77,Japanese
16339,54,Japanese
16340,220,Japanese
16341,1019,Japanese
16342,148,Japanese
16343,16344,Japanese
16345,943,Japanese
16346,1019,Japanese
6943,100,Japanese
6944,290,Japanese
6947,140,Japanese
5660,2832,Japanese
6948,1390,Japanese
6949,1328,Japanese
6945,73,Japanese
6950,471,Japanese
6951,1155,Japanese
6952,17,Japanese
16357,248,Japanese
16358,154,Japanese
16359,5068,Japanese
16360,242,Japanese
16361,152,Japanese
16362,16363,Japanese
16364,294,Japanese
16365,1264,Japanese
16366,6062,Japanese
16367,1664,Japanese
1206,503,Japanese
1195,1196,Japanese
1197,173,Japanese
16373,877,Japanese
16374,56,Japanese
11190,142,Japanese
16375,471,Japanese
16376,7905,Japanese
16377,523,Japanese
16378,19,Japanese
16379,21,Japanese
16380,360,Japanese
16381,3450,Japanese
16382,3324,Japanese
16383,15,Japanese
16384,378,Japanese
16385,2647,Japanese
16386,2636,Japanese
4642,1453,Japanese
4643,320,Japanese
4748,1453,Japanese
4647,810,Japanese
4750,1723,Japanese
4648,684,Japanese
16389,1453,Japanese
4649,1723,Japanese
4650,4398,Japanese
4751,10115,Japanese
16392,788,Japanese
16393,843,Japanese
7352,16405,Japanese
6297,274,Japanese
13961,1064,Japanese
14402,3135,Japanese
16406,10469,Japanese
16407,775,Japanese
5528,3721,Japanese
16408,2213,Japanese
16409,487,Japanese
228,11803,Japanese
16411,16412,Japanese
16413,745,Japanese
15212,349,Japanese
14492,2749,Japanese
16414,290,Japanese
16415,642,Japanese
16416,290,Japanese
16418,16419,Japanese
16420,450,Japanese
16421,11816,Japanese
16422,3548,Japanese
16423,16424,Japanese
16425,2978,Japanese
4815,405,Japanese
16426,9270,Japanese
16427,5095,Japanese
16413,16428,Japanese
16247,16430,Japanese
16431,12932,Japanese
4381,16432,Japanese
3802,1466,Japanese
16433,2139,Japanese
5893,3315,Japanese
16434,1210,Japanese
16435,2482,Japanese
16436,1628,Japanese
16437,40,Japanese
16438,570,Japanese
16439,758,Japanese
16440,374,Japanese
3598,1474,Japanese
9526,5230,Japanese
16441,16442,Japanese
3316,711,Japanese
16443,16444,Japanese
16445,1203,Japanese
2682,6904,Japanese
16446,2060,Japanese
2082,1361,Japanese
16447,2430,Japanese
16448,2749,Japanese
16312,2749,Japanese
9525,841,Japanese
16449,432,Japanese
16450,2423,Japanese
16451,16452,Japanese
9526,841,Japanese
16454,19,Japanese
7531,3610,Japanese
16455,1322,Japanese
7649,341,Japanese
16456,7041,Japanese
16457,3210,Japanese
16458,3781,Japanese
16459,16460,Japanese
16461,150,Japanese
16462,5305,Japanese
16465,16466,Japanese
16467,5878,Japanese
16468,919,Japanese
16469,12743,Japanese
16470,96,Japanese
16471,4483,Japanese
16472,218,Japanese
16473,13444,Japanese
16474,16475,Japanese
16476,16477,Japanese
16479,98,Japanese
15712,2421,Japanese
8452,1466,Japanese
16480,16481,Japanese
16482,5436,Japanese
16483,2139,Japanese
16086,5607,Japanese
16484,2132,Japanese
16485,16486,Japanese
16487,992,Japanese
6827,726,Japanese
6828,1526,Japanese
6829,724,Japanese
6830,3685,Japanese
7009,4398,Japanese
6831,3210,Japanese
7010,409,Japanese
8985,6354,Japanese
8986,3473,Japanese
8989,8990,Japanese
8991,1574,Japanese
8992,454,Japanese
8993,8994,Japanese
8995,8449,Japanese
8996,8988,Japanese
10698,10699,Japanese
8997,8998,Japanese
2566,2567,Japanese
2568,473,Japanese
2569,2570,Japanese
2571,642,Japanese
2572,1769,Japanese
2573,2574,Japanese
2576,1390,Japanese
2577,2578,Japanese
10462,544,Japanese
16490,16491,Japanese
15721,4664,Japanese
15722,374,Japanese
15723,184,Japanese
15724,15668,Japanese
15725,12739,Japanese
15726,900,Japanese
15728,54,Japanese
16493,94,Japanese
16494,2132,Japanese
15730,1244,Japanese
4772,266,Japanese
4773,2832,Japanese
4774,2251,Japanese
4775,473,Japanese
4776,374,Japanese
4777,4778,Japanese
4779,2060,Japanese
16495,3210,Japanese
4781,3813,Japanese
12886,8,Japanese
7501,305,Japanese
7502,2524,Japanese
7503,182,Japanese
7504,2526,Japanese
16497,154,Japanese
13875,2647,Japanese
7506,7507,Japanese
13876,3419,Japanese
16498,75,Japanese
7512,3740,Japanese
8985,6354,Japanese
8986,3473,Japanese
8987,8988,Japanese
8989,8990,Japanese
8991,1574,Japanese
8992,454,Japanese
8993,8994,Japanese
8995,8449,Japanese
8996,8988,Japanese
10698,10699,Japanese
14412,5062,Japanese
16506,5172,Japanese
16507,1234,Japanese
16508,164,Japanese
16509,16510,Japanese
16511,2060,Japanese
16512,5736,Japanese
16513,16514,Japanese
16515,69,Japanese
16516,868,Japanese
10001,10002,Japanese
10003,5047,Japanese
10005,6692,Japanese
228,3001,Japanese
10006,1535,Japanese
10009,4307,Japanese
10007,10008,Japanese
16518,16519,Japanese
10010,2372,Japanese
16523,1954,Japanese
16524,868,Japanese
16525,50,Japanese
16526,42,Japanese
16527,5649,Japanese
16528,12914,Japanese
16529,1025,Japanese
16530,214,Japanese
16531,2114,Japanese
16532,224,Japanese
16533,7177,Japanese
16535,4347,Japanese
16536,16537,Japanese
16538,16539,Japanese
16540,8777,Japanese
16541,11016,Japanese
16542,12770,Japanese
16543,8518,Japanese
12285,4067,Japanese
16544,1474,Japanese
16545,2668,Japanese
16546,83,Japanese
16547,5165,Japanese
16548,16549,Japanese
16550,443,Japanese
16551,16552,Japanese
16553,503,Japanese
16554,110,Japanese
16555,711,Japanese
16556,16557,Japanese
7183,16558,Japanese
16559,3999,Japanese
16560,7705,Japanese
16561,16562,Japanese
16563,601,Japanese
16564,16565,Japanese
16566,16567,Japanese
16568,16569,Japanese
16570,3548,Japanese
16572,226,Japanese
16573,16574,Japanese
16575,16576,Japanese
16577,16578,Japanese
16579,16580,Japanese
16581,6794,Japanese
16582,421,Japanese
16583,16584,Japanese
2831,6990,Japanese
16585,16586,Japanese
16596,2246,Japanese
16597,13658,Japanese
16598,16599,Japanese
16600,626,Japanese
16601,94,Japanese
16602,1738,Japanese
16603,2779,Japanese
16604,16605,Japanese
16606,544,Japanese
16607,2184,Japanese
16608,2182,Japanese
16609,1422,Japanese
16610,220,Japanese
16611,642,Japanese
16612,1764,Japanese
16613,4225,Japanese
16614,2101,Japanese
16615,2136,Japanese
16619,16620,Japanese
16621,16622,Japanese
16623,647,Japanese
16624,1735,Japanese
16625,11218,Japanese
6021,1717,Japanese
16626,1992,Japanese
16627,16628,Japanese
16629,12243,Japanese
16630,3813,Japanese
16544,1474,Japanese
16545,2668,Japanese
16546,83,Japanese
16547,5165,Japanese
16548,16549,Japanese
16550,443,Japanese
16551,16552,Japanese
16553,503,Japanese
16554,110,Japanese
4544,4545,Japanese
4546,2372,Japanese
4548,1096,Japanese
4547,3354,Japanese
4549,1628,Japanese
4552,292,Japanese
4553,334,Japanese
16632,10197,Japanese
16633,4975,Japanese
16635,5890,Japanese
16636,16637,Japanese
16638,266,Japanese
16639,351,Japanese
16640,296,Japanese
16641,5892,Japanese
16642,8,Japanese
16643,360,Japanese
16644,3146,Japanese
16645,566,Japanese
16646,77,Japanese
16647,860,Japanese
16648,877,Japanese
16649,79,Japanese
16650,154,Japanese
16651,184,Japanese
16652,16653,Japanese
16654,54,Japanese
16655,1563,Japanese
16656,11,Japanese
15042,1878,Japanese
15043,1727,Japanese
15044,8126,Japanese
15046,4645,Japanese
15048,15049,Japanese
16657,3273,Japanese
6791,919,Japanese
6792,1012,Japanese
6795,1361,Japanese
6793,6794,Japanese
6796,218,Japanese
16671,751,Japanese
16672,546,Japanese
16673,6573,Japanese
16674,1466,Japanese
16675,858,Japanese
16676,46,Japanese
16677,11,Japanese
16678,1426,Japanese
16679,5500,Japanese
16680,11909,Japanese
2118,841,Japanese
2119,224,Japanese
2120,868,Japanese
2121,1998,Japanese
2122,1754,Japanese
14253,140,Japanese
14254,777,Japanese
14255,3146,Japanese
14256,5890,Japanese
14257,349,Japanese
14258,834,Japanese
14259,3585,Japanese
14260,9696,Japanese
14261,166,Japanese
9524,351,Japanese
4431,266,Japanese
4432,349,Japanese
4433,481,Japanese
4434,166,Japanese
4437,4438,Japanese
4440,934,Japanese
4441,2132,Japanese
16685,7601,Japanese
16686,16687,Japanese
16688,3503,Japanese
9013,276,Japanese
9014,5506,Japanese
9263,100,Japanese
9264,2978,Japanese
9261,380,Japanese
9015,110,Japanese
9016,1048,Japanese
9262,3216,Japanese
9744,140,Japanese
1481,1322,Japanese
3093,1574,Japanese
16689,7162,Japanese
16690,16691,Japanese
6893,253,Japanese
16692,2478,Japanese
16693,1199,Japanese
2232,16694,Japanese
16695,168,Japanese
16696,16697,Japanese
5022,505,Japanese
5176,1972,Japanese
5885,2053,Japanese
5886,1571,Japanese
5891,5892,Japanese
5893,430,Japanese
5894,7737,Japanese
5895,982,Japanese
9187,69,Japanese
9188,11,Japanese
10482,5398,Japanese
10483,2987,Japanese
11850,318,Japanese
16699,8397,Japanese
16700,318,Japanese
16701,16702,Japanese
16703,407,Japanese
16704,7636,Japanese
16705,5398,Japanese
16706,4866,Japanese
5930,2060,Japanese
5932,1957,Japanese
5931,177,Japanese
5933,21,Japanese
5934,1086,Japanese
5935,4327,Japanese
5937,27,Japanese
5939,179,Japanese
7199,711,Japanese
16707,645,Japanese
2437,2132,Japanese
2438,1754,Japanese
2617,1843,Japanese
4431,266,Japanese
