anime_id,company_id,role
28977,1,Studio
28977,2,Producer
28977,3,Producer
28977,4,Producer
28977,5,Licensor
28977,6,Licensor
57555,32,Studio
57555,33,Producer
57555,34,Producer
57555,35,Licensor
57555,36,Licensor
11061,61,Studio
11061,62,Producer
11061,63,Producer
11061,64,Producer
11061,65,Licensor
52991,61,Studio
52991,3,Producer
52991,4,Producer
52991,90,Producer
52991,63,Producer
52991,91,Producer
52991,92,Producer
52991,6,Licensor
9969,117,Studio
9969,2,Producer
9969,3,Producer
9969,4,Producer
9969,118,Producer
9969,119,Producer
9969,64,Producer
9969,35,Licensor
9969,36,Licensor
15417,117,Studio
15417,2,Producer
15417,3,Producer
15417,4,Producer
15417,64,Producer
15417,124,Producer
15417,35,Licensor
15417,36,Licensor
39486,1,Studio
39486,2,Producer
39486,3,Producer
39486,4,Producer
39486,127,Producer
39486,128,Producer
39486,64,Producer
39486,129,Licensor
38524,132,Studio
38524,133,Producer
38524,4,Producer
38524,134,Producer
38524,135,Producer
38524,136,Producer
38524,137,Producer
38524,138,Producer
38524,5,Licensor
34096,1,Studio
34096,2,Producer
34096,3,Producer
34096,4,Producer
34096,64,Producer
34096,35,Licensor
34096,36,Licensor
41467,169,Studio
41467,2,Producer
41467,3,Producer
41467,4,Producer
41467,64,Producer
41467,65,Licensor
5114,191,Studio
5114,3,Producer
5114,192,Producer
5114,134,Producer
5114,137,Producer
5114,5,Licensor
5114,193,Licensor
43608,210,Studio
43608,3,Producer
43608,134,Producer
43608,211,Producer
43608,64,Producer
43608,212,Producer
43608,193,Licensor
918,117,Studio
918,2,Producer
918,3,Producer
918,4,Producer
918,118,Producer
918,119,Producer
918,64,Producer
918,233,Licensor
918,6,Licensor
4181,236,Studio
4181,135,Producer
4181,237,Producer
4181,238,Producer
4181,239,Producer
4181,233,Licensor
58514,261,Studio
58514,262,Studio
58514,4,Producer
58514,192,Producer
58514,63,Producer
58514,91,Producer
58514,263,Producer
58514,92,Producer
58514,264,Producer
58514,35,Licensor
58514,36,Licensor
2904,117,Studio
2904,285,Producer
2904,134,Producer
2904,127,Producer
2904,286,Producer
2904,287,Producer
2904,5,Licensor
2904,288,Licensor
820,311,Studio
820,312,Studio
820,2,Producer
820,313,Producer
820,314,Producer
820,315,Producer
820,316,Producer
820,233,Licensor
15335,117,Studio
15335,2,Producer
15335,3,Producer
15335,4,Producer
15335,127,Producer
15335,128,Producer
15335,64,Producer
15335,35,Licensor
15335,36,Licensor
28851,236,Studio
28851,343,Producer
28851,135,Producer
28851,136,Producer
28851,344,Producer
28851,345,Producer
28851,129,Licensor
28851,346,Licensor
28851,347,Licensor
61517,169,Studio
61517,369,Studio
61517,370,Producer
61517,64,Producer
61517,371,Producer
61517,35,Licensor
61517,36,Licensor
19,61,Studio
19,62,Producer
19,63,Producer
19,392,Producer
19,65,Licensor
19,393,Licensor
60098,414,Studio
60098,415,Producer
60098,4,Producer
60098,416,Producer
60098,417,Producer
60098,418,Producer
60098,91,Producer
60098,64,Producer
60098,137,Producer
60098,419,Producer
60098,35,Licensor
60098,36,Licensor
54492,261,Studio
54492,262,Studio
54492,4,Producer
54492,192,Producer
54492,63,Producer
54492,91,Producer
54492,92,Producer
54492,264,Producer
54492,6,Licensor
60022,441,Studio
60022,33,Producer
60022,34,Producer
60022,35,Licensor
60022,36,Licensor
35180,463,Studio
35180,3,Producer
35180,4,Producer
35180,464,Producer
35180,465,Producer
35180,466,Producer
35180,467,Producer
35180,193,Licensor
40682,169,Studio
40682,369,Studio
40682,64,Producer
40682,371,Producer
40682,5,Licensor
37987,236,Studio
37987,343,Producer
37987,344,Producer
37987,5,Licensor
51535,32,Studio
51535,133,Producer
51535,4,Producer
51535,134,Producer
51535,135,Producer
51535,136,Producer
51535,137,Producer
51535,138,Producer
51535,5,Licensor
9253,511,Studio
9253,512,Producer
9253,513,Producer
9253,514,Producer
9253,417,Producer
9253,515,Producer
9253,516,Producer
9253,517,Producer
9253,5,Licensor
42938,538,Studio
42938,2,Producer
42938,539,Producer
42938,540,Producer
42938,465,Producer
42938,370,Producer
42938,541,Producer
42938,542,Producer
42938,5,Licensor
37491,1,Studio
37491,2,Producer
37491,3,Producer
37491,4,Producer
37491,64,Producer
37491,35,Licensor
37491,36,Licensor
35247,463,Studio
35247,3,Producer
35247,136,Producer
35247,193,Licensor
31758,463,Studio
31758,3,Producer
31758,136,Producer
31758,193,Licensor
59571,32,Studio
59571,135,Producer
59571,35,Licensor
59571,36,Licensor
32281,585,Studio
32281,586,Producer
32281,263,Producer
32281,587,Producer
32281,588,Producer
32281,212,Producer
32281,589,Producer
32281,590,Producer
32281,5,Licensor
32281,346,Licensor
60489,612,Studio
60489,237,Producer
60489,417,Producer
60489,211,Producer
60489,613,Producer
60489,614,Producer
60489,467,Producer
60489,419,Producer
60489,35,Licensor
60489,36,Licensor
37510,191,Studio
37510,128,Producer
37510,613,Producer
37510,635,Producer
37510,636,Producer
37510,92,Producer
37510,5,Licensor
263,61,Studio
263,62,Producer
263,393,Licensor
263,655,Licensor
2921,673,Studio
2921,674,Producer
2921,35,Licensor
2921,36,Licensor
37521,132,Studio
37521,133,Producer
37521,4,Producer
37521,136,Producer
37521,699,Producer
37521,233,Licensor
17074,463,Studio
17074,3,Producer
17074,136,Producer
17074,718,Producer
17074,193,Licensor
1,117,Studio
1,285,Producer
1,721,Producer
1,722,Producer
1,5,Licensor
40028,32,Studio
40028,133,Producer
40028,4,Producer
40028,134,Producer
40028,135,Producer
40028,136,Producer
40028,137,Producer
40028,138,Producer
40028,5,Licensor
50160,169,Studio
50160,369,Studio
50160,370,Producer
50160,64,Producer
50160,371,Producer
50160,35,Licensor
50160,36,Licensor
47917,742,Studio
47917,3,Producer
47917,743,Producer
47917,6,Licensor
36838,1,Studio
36838,2,Producer
36838,3,Producer
36838,4,Producer
36838,64,Producer
36838,35,Licensor
36838,36,Licensor
49387,32,Studio
49387,4,Producer
49387,136,Producer
49387,699,Producer
49387,6,Licensor
53223,169,Studio
53223,369,Studio
53223,370,Producer
53223,64,Producer
53223,772,Producer
53223,371,Producer
53223,35,Licensor
53223,36,Licensor
52198,210,Studio
52198,3,Producer
52198,134,Producer
52198,64,Producer
52198,212,Producer
52198,193,Licensor
48569,210,Studio
48569,3,Producer
48569,589,Producer
48569,785,Producer
48569,35,Licensor
48569,36,Licensor
24701,804,Studio
24701,3,Producer
24701,136,Producer
24701,805,Producer
24701,193,Licensor
39894,236,Studio
39894,826,Producer
39894,135,Producer
39894,238,Producer
39894,344,Producer
39894,827,Producer
39894,828,Producer
39894,35,Licensor
39894,36,Licensor
55690,852,Studio
55690,4,Producer
55690,853,Producer
55690,417,Producer
55690,211,Producer
55690,370,Producer
55690,854,Producer
55690,855,Producer
55690,856,Producer
55690,233,Licensor
32935,875,Studio
32935,4,Producer
32935,134,Producer
32935,417,Producer
32935,418,Producer
32935,91,Producer
32935,64,Producer
32935,233,Licensor
44074,892,Studio
44074,893,Producer
44074,894,Producer
44074,5,Licensor
59192,914,Studio
59192,3,Producer
59192,64,Producer
59192,35,Licensor
59192,36,Licensor
45649,441,Studio
45649,930,Studio
45649,64,Producer
45649,347,Licensor
48583,32,Studio
48583,133,Producer
48583,4,Producer
48583,134,Producer
48583,135,Producer
48583,136,Producer
48583,138,Producer
48583,5,Licensor
50172,191,Studio
50172,90,Producer
50172,128,Producer
50172,613,Producer
50172,635,Producer
50172,636,Producer
50172,92,Producer
50172,35,Licensor
50172,36,Licensor
199,954,Studio
199,4,Producer
199,586,Producer
199,314,Producer
199,955,Producer
199,63,Producer
199,956,Producer
199,957,Licensor
199,347,Licensor
21,441,Studio
21,978,Producer
21,979,Producer
21,5,Licensor
21,980,Licensor
53447,987,Studio
53447,892,Studio
53447,988,Studio
53447,3,Producer
53447,893,Producer
53447,894,Producer
53447,35,Licensor
53447,36,Licensor
47778,914,Studio
47778,3,Producer
47778,1003,Producer
47778,64,Producer
47778,193,Licensor
47778,6,Licensor
51009,32,Studio
51009,134,Producer
51009,91,Producer
51009,64,Producer
51009,1008,Producer
51009,1009,Producer
51009,6,Licensor
245,169,Studio
245,3,Producer
245,978,Producer
245,393,Licensor
245,1022,Licensor
53998,169,Studio
53998,2,Producer
53998,3,Producer
53998,4,Producer
53998,64,Producer
53998,1042,Producer
53998,65,Licensor
40434,1044,Studio
40434,1045,Producer
40434,35,Licensor
40434,36,Licensor
164,954,Studio
164,314,Producer
164,63,Producer
164,1062,Producer
164,347,Licensor
33352,236,Studio
33352,826,Producer
33352,135,Producer
33352,238,Producer
33352,344,Producer
33352,5,Licensor
44,1087,Studio
44,3,Producer
44,1088,Licensor
44,193,Licensor
431,954,Studio
431,1108,Producer
431,314,Producer
431,1109,Producer
431,957,Licensor
50399,1128,Studio
50399,893,Producer
50399,35,Licensor
50399,36,Licensor
33095,1087,Studio
33095,134,Producer
33095,136,Producer
33095,1144,Producer
33095,1145,Producer
33095,35,Licensor
33095,36,Licensor
457,804,Studio
457,1164,Producer
457,1165,Producer
457,1166,Producer
457,805,Producer
457,5,Licensor
21939,804,Studio
21939,3,Producer
21939,136,Producer
21939,805,Producer
21939,193,Licensor
1575,117,Studio
1575,285,Producer
1575,134,Producer
1575,127,Producer
1575,418,Producer
1575,286,Producer
1575,287,Producer
1575,5,Licensor
1575,288,Licensor
33050,914,Studio
33050,3,Producer
33050,1194,Producer
33050,589,Producer
33050,193,Licensor
52215,61,Studio
52215,90,Producer
52215,92,Producer
52215,371,Producer
52215,1213,Producer
52215,35,Licensor
52215,36,Licensor
23273,210,Studio
23273,3,Producer
23273,4,Producer
23273,136,Producer
23273,978,Producer
23273,587,Producer
23273,1231,Producer
23273,1232,Producer
23273,193,Licensor
49818,1044,Studio
49818,1045,Producer
49818,1247,Producer
49818,35,Licensor
49818,36,Licensor
57864,463,Studio
57864,3,Producer
57864,136,Producer
57864,238,Producer
57864,193,Licensor
49413,892,Studio
49413,893,Producer
49413,894,Producer
49413,35,Licensor
49413,36,Licensor
58125,1270,Studio
58125,955,Producer
58125,370,Producer
58125,64,Producer
58125,1271,Producer
58125,347,Licensor
34599,1293,Studio
34599,515,Producer
34599,1294,Producer
34599,1295,Producer
34599,1296,Producer
34599,1297,Producer
34599,1298,Producer
34599,589,Producer
34599,1299,Producer
34599,1300,Producer
34599,233,Licensor
11665,1317,Studio
11665,2,Producer
11665,3,Producer
11665,540,Producer
11665,465,Producer
11665,418,Producer
11665,1318,Licensor
59845,742,Studio
59845,3,Producer
59845,136,Producer
59845,417,Producer
59845,211,Producer
59845,1337,Producer
59845,1338,Producer
59845,1339,Producer
59845,35,Licensor
59845,36,Licensor
57647,1359,Studio
57647,1297,Producer
57647,35,Licensor
57647,36,Licensor
40591,210,Studio
40591,3,Producer
40591,134,Producer
40591,64,Producer
40591,212,Producer
40591,193,Licensor
5258,61,Studio
5258,62,Producer
5258,136,Producer
5258,63,Producer
5258,35,Licensor
5258,36,Licensor
2001,1385,Studio
2001,2,Producer
2001,3,Producer
2001,4,Producer
2001,1386,Producer
2001,1387,Producer
2001,127,Producer
2001,1088,Licensor
2001,288,Licensor
2001,193,Licensor
56784,1407,Studio
56784,1408,Producer
56784,2,Producer
56784,3,Producer
56784,4,Producer
56784,64,Producer
56784,1042,Producer
56784,35,Licensor
56784,36,Licensor
46102,261,Studio
46102,1414,Studio
46102,2,Producer
46102,4,Producer
46102,135,Producer
46102,515,Producer
46102,1415,Producer
46102,138,Producer
46102,1416,Producer
46102,1417,Producer
46102,35,Licensor
46102,36,Licensor
35760,132,Studio
35760,133,Producer
35760,4,Producer
35760,134,Producer
35760,135,Producer
35760,136,Producer
35760,137,Producer
35760,138,Producer
35760,5,Licensor
22135,1440,Studio
22135,3,Producer
22135,4,Producer
22135,978,Producer
22135,1231,Producer
22135,5,Licensor
45576,1460,Studio
45576,512,Producer
45576,586,Producer
45576,91,Producer
45576,1337,Producer
45576,636,Producer
45576,1338,Producer
45576,1461,Producer
45576,589,Producer
45576,1462,Producer
45576,5,Licensor
42310,1479,Studio
42310,1480,Producer
42310,193,Licensor
33,261,Studio
33,62,Producer
33,465,Producer
33,63,Producer
33,1500,Licensor
33,393,Licensor
1535,61,Studio
1535,62,Producer
1535,63,Producer
1535,64,Producer
1535,1519,Producer
1535,65,Licensor
58567,210,Studio
58567,3,Producer
58567,1415,Producer
58567,1537,Producer
58567,1538,Producer
58567,1539,Producer
58567,1540,Producer
58567,35,Licensor
58567,36,Licensor
28891,875,Studio
28891,4,Producer
28891,134,Producer
28891,417,Producer
28891,418,Producer
28891,91,Producer
28891,64,Producer
28891,233,Licensor
52742,875,Studio
52742,4,Producer
52742,134,Producer
52742,417,Producer
52742,418,Producer
52742,91,Producer
52742,64,Producer
52742,6,Licensor
34591,1561,Studio
34591,2,Producer
34591,3,Producer
34591,540,Producer
34591,465,Producer
34591,35,Licensor
34591,36,Licensor
7311,236,Studio
7311,514,Producer
7311,239,Producer
7311,5,Licensor
7311,288,Licensor
38329,742,Studio
38329,3,Producer
38329,1337,Producer
38329,636,Producer
38329,1585,Producer
38329,1338,Producer
38329,344,Producer
38329,589,Producer
38329,193,Licensor
37991,1602,Studio
37991,128,Producer
37991,613,Producer
37991,1603,Producer
37991,64,Producer
37991,65,Licensor
28957,804,Studio
28957,3,Producer
28957,136,Producer
28957,805,Producer
28957,35,Licensor
28957,36,Licensor
55823,1561,Studio
55823,2,Producer
55823,3,Producer
55823,540,Producer
55823,465,Producer
55823,1621,Producer
55823,35,Licensor
55823,36,Licensor
3786,1625,Studio
3786,33,Producer
3786,34,Producer
3786,347,Licensor
16498,132,Studio
16498,133,Producer
16498,4,Producer
16498,134,Producer
16498,135,Producer
16498,136,Producer
16498,138,Producer
16498,5,Licensor
52701,1479,Studio
52701,1640,Producer
52701,614,Producer
52701,1641,Producer
52701,589,Producer
52701,35,Licensor
52701,36,Licensor
19647,61,Studio
19647,32,Studio
19647,62,Producer
19647,136,Producer
19647,63,Producer
19647,35,Licensor
19647,36,Licensor
4565,1385,Studio
4565,3,Producer
4565,193,Licensor
877,61,Studio
877,62,Producer
877,63,Producer
877,64,Producer
877,65,Licensor
877,233,Licensor
10379,1317,Studio
10379,3,Producer
10379,1678,Producer
10379,1318,Licensor
54898,191,Studio
54898,1681,Producer
54898,826,Producer
54898,417,Producer
54898,1682,Producer
54898,1415,Producer
54898,1683,Producer
54898,589,Producer
54898,1684,Producer
54898,828,Producer
54898,35,Licensor
54898,36,Licensor
49701,1700,Studio
49701,1045,Producer
49701,1247,Producer
49701,1701,Producer
49701,35,Licensor
49701,36,Licensor
32983,1561,Studio
32983,2,Producer
32983,3,Producer
32983,540,Producer
32983,465,Producer
32983,35,Licensor
32983,36,Licensor
31757,463,Studio
31757,3,Producer
31757,136,Producer
31757,193,Licensor
40776,875,Studio
40776,4,Producer
40776,134,Producer
40776,417,Producer
40776,418,Producer
40776,91,Producer
40776,64,Producer
40776,233,Licensor
41084,1293,Studio
41084,515,Producer
41084,1294,Producer
41084,1296,Producer
41084,1297,Producer
41084,589,Producer
41084,1299,Producer
41084,1684,Producer
41084,1300,Producer
41084,233,Licensor
170,441,Studio
170,853,Producer
170,655,Licensor
7785,61,Studio
7785,4,Producer
7785,514,Producer
7785,978,Producer
7785,586,Producer
7785,466,Producer
7785,955,Producer
7785,418,Producer
7785,1733,Producer
7785,5,Licensor
52034,1750,Studio
52034,805,Producer
52034,64,Producer
52034,1751,Producer
52034,589,Producer
52034,233,Licensor
30484,511,Studio
30484,512,Producer
30484,417,Producer
30484,589,Producer
30484,5,Licensor
32,1385,Studio
32,875,Studio
32,2,Producer
32,1773,Producer
32,1774,Producer
32,514,Producer
32,417,Producer
32,1775,Producer
32,1776,Producer
32,1145,Producer
32,1777,Producer
32,347,Licensor
32,1778,Licensor
12355,1784,Studio
12355,1785,Producer
12355,62,Producer
12355,4,Producer
12355,416,Producer
12355,514,Producer
12355,586,Producer
12355,1786,Producer
12355,5,Licensor
12355,347,Licensor
59636,1359,Studio
59636,237,Producer
59636,1807,Producer
59636,1297,Producer
59636,1808,Producer
59636,1809,Producer
59636,35,Licensor
59636,36,Licensor
36862,1293,Studio
36862,515,Producer
36862,1294,Producer
36862,1296,Producer
36862,1297,Producer
36862,1298,Producer
36862,589,Producer
36862,1299,Producer
36862,1684,Producer
36862,1300,Producer
36862,233,Licensor
11741,914,Studio
11741,3,Producer
11741,517,Producer
11741,1829,Producer
11741,1194,Producer
11741,193,Licensor
36098,1833,Studio
36098,3,Producer
36098,1834,Producer
36098,1835,Producer
36098,344,Producer
36098,212,Producer
36098,1836,Producer
36098,193,Licensor
40748,32,Studio
40748,134,Producer
40748,91,Producer
40748,64,Producer
40748,1008,Producer
40748,1009,Producer
40748,65,Licensor
578,954,Studio
578,33,Producer
578,34,Producer
578,1088,Licensor
578,1853,Licensor
578,233,Licensor
578,347,Licensor
40417,538,Studio
40417,2,Producer
40417,539,Producer
40417,540,Producer
40417,465,Producer
40417,370,Producer
40417,541,Producer
40417,542,Producer
40417,5,Licensor
205,1870,Studio
205,721,Producer
205,978,Producer
205,1871,Producer
205,314,Producer
205,1872,Producer
205,5,Licensor
205,655,Licensor
12365,1891,Studio
12365,464,Producer
12365,64,Producer
12365,35,Licensor
12365,36,Licensor
437,61,Studio
437,1908,Producer
437,1909,Producer
437,347,Licensor
437,1778,Licensor
5300,1317,Studio
5300,3,Producer
5300,540,Producer
5300,1318,Licensor
40456,914,Studio
40456,3,Producer
40456,64,Producer
40456,193,Licensor
7472,117,Studio
7472,2,Producer
7472,3,Producer
7472,4,Producer
7472,127,Producer
7472,128,Producer
7472,64,Producer
7472,233,Licensor
801,875,Studio
801,285,Producer
801,4,Producer
801,721,Producer
801,136,Producer
801,314,Producer
801,63,Producer
801,1109,Producer
801,288,Licensor
801,1778,Licensor
61930,1359,Studio
61930,237,Producer
61930,1807,Producer
61930,1297,Producer
61930,1808,Producer
61930,1809,Producer
61930,35,Licensor
61930,36,Licensor
25777,132,Studio
25777,133,Producer
25777,4,Producer
25777,134,Producer
25777,135,Producer
25777,136,Producer
25777,137,Producer
25777,138,Producer
25777,5,Licensor
53273,1602,Studio
53273,128,Producer
53273,613,Producer
53273,1603,Producer
53273,64,Producer
53273,65,Licensor
59986,1963,Studio
59986,1964,Studio
59986,134,Producer
59986,136,Producer
59986,1965,Producer
59986,370,Producer
59986,212,Producer
59986,1966,Producer
59986,1967,Producer
59986,35,Licensor
59986,36,Licensor
55791,1750,Studio
55791,805,Producer
55791,64,Producer
55791,1751,Producer
55791,589,Producer
55791,233,Licensor
21329,804,Studio
21329,3,Producer
21329,136,Producer
21329,805,Producer
21329,35,Licensor
21329,36,Licensor
31933,1602,Studio
31933,128,Producer
31933,613,Producer
31933,1603,Producer
31933,64,Producer
31933,65,Licensor
40664,1293,Studio
40664,2004,Producer
40664,233,Licensor
60544,2027,Studio
60544,2028,Producer
60544,2029,Producer
60544,35,Licensor
60544,36,Licensor
11981,463,Studio
11981,3,Producer
11981,134,Producer
11981,417,Producer
11981,517,Producer
11981,743,Producer
11981,287,Producer
11981,193,Licensor
35839,61,Studio
35839,417,Producer
35839,515,Producer
35839,1295,Producer
35839,2054,Producer
35839,1296,Producer
35839,589,Producer
35839,2055,Producer
35839,2056,Producer
35839,2057,Licensor
32182,191,Studio
32182,128,Producer
32182,613,Producer
32182,635,Producer
32182,636,Producer
32182,92,Producer
32182,5,Licensor
32182,6,Licensor
44070,2072,Studio
44070,893,Producer
44070,35,Licensor
44070,36,Licensor
30276,61,Studio
30276,2,Producer
30276,285,Producer
30276,826,Producer
30276,2075,Producer
30276,2076,Producer
30276,614,Producer
30276,64,Producer
30276,212,Producer
30276,65,Licensor
40834,132,Studio
40834,3,Producer
40834,4,Producer
40834,978,Producer
40834,589,Producer
40834,785,Producer
40834,5,Licensor
35843,1,Studio
35843,2,Producer
35843,3,Producer
35843,4,Producer
35843,64,Producer
35843,35,Licensor
35843,36,Licensor
28735,1087,Studio
28735,1774,Producer
28735,134,Producer
28735,136,Producer
28735,1144,Producer
28735,35,Licensor
28735,36,Licensor
38474,2115,Studio
38474,1387,Producer
38474,2116,Producer
38474,2117,Producer
38474,35,Licensor
38474,36,Licensor
61322,538,Studio
61322,91,Producer
61322,64,Producer
61322,35,Licensor
61322,36,Licensor
4282,914,Studio
4282,3,Producer
4282,136,Producer
4282,1194,Producer
4282,193,Licensor
12431,210,Studio
12431,416,Producer
12431,118,Producer
12431,233,Licensor
58222,2174,Studio
58222,3,Producer
58222,4,Producer
58222,2175,Producer
58222,417,Producer
58222,978,Producer
58222,2176,Producer
58222,2177,Producer
58222,35,Licensor
58222,36,Licensor
47194,261,Studio
47194,90,Producer
47194,417,Producer
47194,2116,Producer
47194,1337,Producer
47194,64,Producer
47194,467,Producer
47194,785,Producer
47194,35,Licensor
47194,36,Licensor
10165,236,Studio
10165,826,Producer
10165,514,Producer
10165,417,Producer
10165,238,Producer
10165,516,Producer
10165,613,Producer
10165,239,Producer
10165,5,Licensor
10165,288,Licensor
38450,1044,Studio
38450,1045,Producer
38450,35,Licensor
38450,36,Licensor
392,169,Studio
392,2229,Producer
392,978,Producer
392,5,Licensor
60543,2244,Studio
60543,3,Producer
60543,4,Producer
60543,90,Producer
60543,134,Producer
60543,955,Producer
60543,64,Producer
60543,35,Licensor
60543,36,Licensor
50250,1750,Studio
50250,33,Producer
50250,34,Producer
50250,233,Licensor
37208,1044,Studio
37208,3,Producer
37208,1045,Producer
37208,35,Licensor
37208,36,Licensor
6114,61,Studio
6114,62,Producer
6114,63,Producer
6114,5,Licensor
6114,393,Licensor
44087,1,Studio
44087,33,Producer
44087,34,Producer
44087,35,Licensor
44087,36,Licensor
57334,2244,Studio
57334,3,Producer
57334,4,Producer
57334,90,Producer
57334,134,Producer
57334,64,Producer
57334,347,Licensor
37379,61,Studio
37379,136,Producer
37379,63,Producer
37379,2301,Producer
37379,2302,Producer
37379,2303,Producer
37379,233,Licensor
36649,32,Studio
36649,3,Producer
36649,4,Producer
36649,417,Producer
36649,978,Producer
36649,92,Producer
36649,35,Licensor
36649,36,Licensor
31181,463,Studio
31181,3,Producer
31181,193,Licensor
56538,875,Studio
56538,263,Producer
56538,35,Licensor
56538,36,Licensor
33049,914,Studio
33049,3,Producer
33049,1194,Producer
33049,589,Producer
33049,193,Licensor
50265,132,Studio
50265,742,Studio
50265,2,Producer
50265,90,Producer
50265,91,Producer
50265,64,Producer
50265,5,Licensor
44511,32,Studio
44511,1008,Producer
44511,65,Licensor
11577,511,Studio
11577,512,Producer
11577,513,Producer
11577,417,Producer
11577,515,Producer
11577,516,Producer
11577,2116,Producer
11577,2363,Producer
11577,5,Licensor
26055,1602,Studio
26055,2229,Producer
26055,128,Producer
26055,613,Producer
26055,1603,Producer
26055,64,Producer
26055,65,Licensor
51039,1700,Studio
51039,1045,Producer
51039,1247,Producer
51039,1701,Producer
51039,35,Licensor
51039,36,Licensor
37105,1963,Studio
37105,134,Producer
37105,136,Producer
37105,1965,Producer
37105,370,Producer
37105,2375,Producer
37105,212,Producer
37105,2376,Producer
37105,35,Licensor
37105,36,Licensor
36999,463,Studio
36999,3,Producer
36999,136,Producer
36999,193,Licensor
40059,2382,Studio
40059,211,Producer
40059,1965,Producer
40059,699,Producer
40059,5,Licensor
35737,2396,Studio
35737,2397,Producer
35737,2398,Producer
35737,2399,Producer
35737,2400,Producer
35737,35,Licensor
35737,36,Licensor
30654,2174,Studio
30654,4,Producer
30654,2175,Producer
30654,978,Producer
30654,1144,Producer
30654,370,Producer
30654,64,Producer
30654,1232,Producer
30654,5,Licensor
20583,875,Studio
20583,4,Producer
20583,134,Producer
20583,417,Producer
20583,91,Producer
20583,64,Producer
20583,2433,Producer
20583,233,Licensor
60988,1128,Studio
60988,893,Producer
60988,35,Licensor
60988,36,Licensor
54857,511,Studio
54857,515,Producer
54857,211,Producer
54857,2435,Producer
54857,636,Producer
54857,589,Producer
54857,2436,Producer
54857,35,Licensor
54857,36,Licensor
37779,742,Studio
37779,3,Producer
37779,4,Producer
37779,978,Producer
37779,64,Producer
37779,2452,Producer
37779,193,Licensor
3297,2467,Studio
3297,133,Producer
3297,2,Producer
3297,513,Producer
3297,343,Producer
3297,2468,Producer
3297,2469,Licensor
36538,1561,Studio
36538,3,Producer
36538,193,Licensor
50330,191,Studio
50330,1681,Producer
50330,826,Producer
50330,417,Producer
50330,1682,Producer
50330,1415,Producer
50330,589,Producer
50330,1684,Producer
50330,828,Producer
50330,35,Licensor
50330,36,Licensor
42203,511,Studio
42203,515,Producer
42203,2435,Producer
42203,636,Producer
42203,1296,Producer
42203,589,Producer
42203,35,Licensor
42203,36,Licensor
467,875,Studio
467,285,Producer
467,4,Producer
467,721,Producer
467,2495,Producer
467,136,Producer
467,2496,Producer
467,314,Producer
467,63,Producer
467,288,Licensor
467,1778,Licensor
21899,117,Studio
21899,33,Producer
21899,34,Producer
21899,35,Licensor
21899,36,Licensor
25781,132,Studio
25781,133,Producer
25781,5,Licensor
40730,2072,Studio
40730,893,Producer
40730,5,Licensor
136,2522,Studio
136,978,Producer
136,65,Licensor
38000,914,Studio
38000,3,Producer
38000,1003,Producer
38000,64,Producer
38000,193,Licensor
38889,2536,Studio
38889,1681,Producer
38889,417,Producer
38889,613,Producer
38889,2435,Producer
38889,1145,Producer
38889,64,Producer
38889,138,Producer
38889,5,Licensor
34612,1891,Studio
34612,2550,Studio
34612,2,Producer
34612,90,Producer
34612,2551,Producer
34612,613,Producer
34612,466,Producer
34612,286,Producer
34612,64,Producer
34612,467,Producer
34612,2552,Producer
34612,35,Licensor
34612,36,Licensor
39741,236,Studio
39741,343,Producer
39741,344,Producer
39741,5,Licensor
36885,742,Studio
36885,3,Producer
36885,4,Producer
36885,978,Producer
36885,2565,Producer
36885,614,Producer
36885,1232,Producer
36885,589,Producer
36885,35,Licensor
36885,36,Licensor
33255,1891,Studio
33255,2550,Studio
33255,2,Producer
33255,90,Producer
33255,135,Producer
33255,2551,Producer
33255,613,Producer
33255,466,Producer
33255,286,Producer
33255,64,Producer
33255,467,Producer
33255,2552,Producer
33255,5,Licensor
37999,210,Studio
37999,3,Producer
37999,134,Producer
37999,211,Producer
37999,64,Producer
37999,212,Producer
37999,193,Licensor
30709,538,Studio
30709,33,Producer
30709,34,Producer
30709,35,Licensor
30709,36,Licensor
38040,1891,Studio
38040,1387,Producer
38040,2551,Producer
38040,2613,Producer
38040,2116,Producer
38040,2614,Producer
38040,2615,Producer
38040,1296,Producer
38040,589,Producer
38040,1684,Producer
38040,35,Licensor
38040,36,Licensor
36275,1561,Studio
36275,2631,Producer
36275,35,Licensor
36275,36,Licensor
48561,32,Studio
48561,134,Producer
48561,91,Producer
48561,64,Producer
48561,1009,Producer
48561,6,Licensor
5028,2645,Studio
5028,90,Producer
5028,464,Producer
5028,371,Producer
5028,35,Licensor
5028,36,Licensor
55888,1460,Studio
55888,512,Producer
55888,91,Producer
55888,636,Producer
55888,1338,Producer
55888,1461,Producer
55888,589,Producer
55888,1462,Producer
55888,35,Licensor
55888,36,Licensor
24687,804,Studio
24687,3,Producer
24687,136,Producer
24687,805,Producer
24687,193,Licensor
35851,2679,Studio
35851,285,Producer
35851,826,Producer
35851,238,Producer
35851,2680,Producer
35851,636,Producer
35851,1297,Producer
35851,129,Licensor
4921,2693,Studio
4921,2694,Producer
4921,2695,Producer
4921,35,Licensor
4921,36,Licensor
2246,441,Studio
2246,4,Producer
2246,1166,Producer
2246,978,Producer
2246,466,Producer
2246,418,Producer
2246,393,Licensor
56523,2719,Studio
56523,2720,Producer
56523,1045,Producer
56523,35,Licensor
56523,36,Licensor
35557,2732,Studio
35557,134,Producer
35557,136,Producer
35557,417,Producer
35557,515,Producer
35557,91,Producer
